pemaritl,pesa1,fmstm1900,fmagem,yofm,fbm1900,yofb,fb_girl,fmendm1900,yofd,fmdiv,fmdivsep,fmwid,cpsyear,iid,a_age,a_sex,bdm1900,yob,black,orace,cdiv,coll,hs,a_fnlwgt
MARRIED - SPOUSE PRESENT,2,1001,235,83,1021,85,0,1146,95,0,0,0,1995,95012560,31,2,766,63,0,0,3,0,1,1586.8784
MARRIED - SPOUSE PRESENT,3,873,353,72,811,67,1,1146,95,0,0,0,1995,95012560,52,2,520,43,0,0,3,0,1,1461.9962
DIVORCED,3,782,210,65,789,65,1,877,73,0,0,1,1995,95012560,47,2,572,47,0,0,3,1,0,1501.2825
MARRIED - SPOUSE PRESENT,2,1032,328,85,1077,89,0,1146,95,0,0,0,1995,95012560,36,2,704,58,0,0,3,0,1,1415.5571
MARRIED - SPOUSE PRESENT,4,930,253,77,948,78,0,1146,95,0,0,0,1995,95012560,39,2,677,56,0,0,3,0,1,1415.5571
MARRIED - SPOUSE PRESENT,None,1102,268,91,,,,1146,95,0,0,0,1995,95012560,26,2,834,69,0,0,3,0,1,1410.4038
DIVORCED,3,978,254,81,984,81,1,1083,90,1,1,0,1995,95012560,35,2,724,60,0,0,3,0,1,1415.5571
MARRIED - SPOUSE PRESENT,None,1102,266,91,,,,1146,95,0,0,0,1995,95012560,25,2,836,69,0,0,3,0,1,1410.4038
MARRIED - SPOUSE PRESENT,3,928,245,77,970,80,1,1146,95,0,0,0,1995,95012568,38,2,683,56,0,0,3,0,1,1415.5571
WIDOWED,2,690,264,57,702,58,0,828,68,0,0,1,1995,95012568,60,2,426,35,0,0,3,0,0,1303.3419
MARRIED - SPOUSE PRESENT,3,725,277,60,739,61,0,1146,95,0,0,0,1995,95012568,58,2,448,37,0,0,3,0,1,1391.9862
DIVORCED,None,732,208,60,,,,1037,86,1,1,0,1995,95012568,51,2,524,43,0,0,3,0,0,1461.9962
MARRIED - SPOUSE PRESENT,6,750,238,62,761,63,0,1146,95,0,0,0,1995,95012568,52,2,512,42,0,0,3,0,1,1461.9962
MARRIED - SPOUSE PRESENT,None,1111,323,92,,,,1146,95,0,0,0,1995,95012568,29,2,788,65,0,0,3,0,1,1432.0569
MARRIED - SPOUSE PRESENT,None,1131,286,94,,,,1146,95,0,0,0,1995,95012568,25,2,845,70,0,0,3,1,0,1410.4038
DIVORCED,None,1073,268,89,,,,1130,94,1,1,0,1995,95012576,28,2,805,67,0,0,3,0,1,1432.0569
MARRIED - SPOUSE PRESENT,2,742,194,61,750,62,1,1001,83,1,1,0,1995,95012576,49,2,548,45,0,0,3,0,1,1501.2825
DIVORCED,3,930,236,77,937,78,1,1079,89,1,1,0,1995,95012576,37,2,694,57,0,0,3,0,0,1415.5571
WIDOWED,2,672,297,55,687,57,0,1054,87,0,0,1,1995,95012576,64,2,375,31,0,0,3,0,0,1361.6741
MARRIED - SPOUSE PRESENT,None,1134,262,94,,,,1146,95,0,0,0,1995,95012576,22,2,872,72,0,0,3,0,1,1474.9559
MARRIED - SPOUSE PRESENT,3,902,270,75,866,72,1,1146,95,0,0,0,1995,95012576,42,2,632,52,0,0,3,0,1,1561.7491
WIDOWED,4,796,194,66,783,65,1,854,71,0,0,1,1995,95012576,45,2,602,50,1,0,3,0,1,1778.6677
WIDOWED,7,781,329,65,744,61,1,1129,94,0,0,1,1995,95012576,57,2,452,37,1,0,3,0,1,1219.6782
SEPARATED,2,986,245,82,1038,86,0,1146,95,0,1,0,1995,95012576,33,2,741,61,1,0,3,0,1,1512.1688
SEPARATED,3,621,231,51,660,54,0,705,58,1,1,0,1995,95012584,63,2,390,32,1,0,3,0,0,1288.3474
MARRIED - SPOUSE PRESENT,2,1115,320,92,1014,84,1,1146,95,0,0,0,1995,95012584,29,2,795,66,1,0,3,0,1,1979.7579
MARRIED - SPOUSE PRESENT,3,1100,265,91,1033,86,0,1146,95,0,0,0,1995,95012584,25,2,835,69,1,0,3,0,0,1979.7579
MARRIED - SPOUSE PRESENT,2,1077,324,89,981,81,1,1146,95,0,0,0,1995,95012584,32,2,753,62,1,0,3,0,1,1512.1688
MARRIED - SPOUSE PRESENT,2,1071,341,89,975,81,0,1146,95,0,0,0,1995,95012584,34,2,730,60,1,0,3,0,1,1512.1688
MARRIED - SPOUSE PRESENT,3,1001,270,83,1004,83,1,1146,95,0,0,0,1995,95012584,34,2,731,60,1,0,3,0,1,1512.1688
MARRIED - SPOUSE PRESENT,3,851,243,70,856,71,0,952,79,1,1,0,1995,95012584,44,2,608,50,0,0,3,0,1,1514.7103
MARRIED - SPOUSE PRESENT,1,1110,283,92,1134,94,1,1146,95,0,0,0,1995,95012592,26,2,827,68,1,0,3,0,1,1979.7579
MARRIED - SPOUSE PRESENT,2,1110,300,92,1062,88,0,1146,95,0,0,0,1995,95012592,28,2,810,67,1,0,3,0,1,1979.7579
MARRIED - SPOUSE PRESENT,4,738,269,61,760,63,1,777,64,1,1,0,1995,95012592,56,2,469,39,1,0,3,0,1,1219.6782
MARRIED - SPOUSE PRESENT,2,943,211,78,940,78,1,1016,84,1,1,0,1995,95012592,34,2,732,60,0,1,3,0,0,885.35437
MARRIED - SPOUSE ABSENT,None,957,446,79,,,,1018,84,1,1,0,1995,95012592,52,2,511,42,0,0,3,1,0,1417.9617
MARRIED - SPOUSE PRESENT,2,894,223,74,880,73,0,1062,88,1,1,0,1995,95012592,39,2,671,55,0,0,3,0,1,1372.9214
MARRIED - SPOUSE PRESENT,3,1072,379,89,1094,91,1,1146,95,0,0,0,1995,95012592,37,2,693,57,0,0,3,1,0,1385.3564
MARRIED - SPOUSE PRESENT,4,707,348,58,711,59,0,1146,95,0,0,0,1995,95012592,65,2,359,29,0,0,3,0,0,1361.1304
DIVORCED,2,697,210,58,705,58,0,872,72,1,1,0,1995,95012592,54,2,487,40,0,0,3,0,1,1387.8298
DIVORCED,2,950,228,79,957,79,0,1086,90,1,1,0,1995,95012600,35,2,722,60,0,0,3,0,1,1385.3564
DIVORCED,4,777,201,64,786,65,0,1048,87,1,1,0,1995,95012600,47,2,576,47,1,0,3,0,1,1655.6094
DIVORCED,None,614,226,51,,,,1005,83,1,1,0,1995,95012600,63,2,388,32,1,0,3,0,0,1402.8217
MARRIED - SPOUSE PRESENT,1,1135,432,94,1139,94,0,1146,95,0,0,0,1995,95012600,36,2,703,58,0,0,3,0,1,1385.3564
MARRIED - SPOUSE PRESENT,2,1097,352,91,1081,90,0,1146,95,0,0,0,1995,95012600,33,2,745,62,0,0,3,0,1,1421.927
DIVORCED,None,1004,237,83,,,,1067,88,1,1,0,1995,95012600,31,2,767,63,0,0,3,0,1,1421.927
MARRIED - SPOUSE ABSENT,4,842,330,70,780,64,1,1146,95,0,0,0,1995,95012600,52,2,512,42,0,1,3,0,1,694.8374
DIVORCED,None,1057,332,88,,,,1089,90,1,1,0,1995,95012608,35,2,725,60,0,0,3,1,0,1385.3564
MARRIED - SPOUSE PRESENT,None,933,358,77,,,,1146,95,0,0,0,1995,95012608,47,2,575,47,0,0,3,0,1,1431.9692
MARRIED - SPOUSE PRESENT,6,654,268,54,668,55,0,1146,95,0,0,0,1995,95012608,63,2,386,32,0,0,3,0,1,1673.5413
DIVORCED,6,680,215,56,686,57,0,1022,85,1,1,0,1995,95012608,56,2,465,38,0,0,3,0,1,1396.6226
DIVORCED,None,1037,374,86,,,,1075,89,1,1,0,1995,95012608,40,2,663,55,0,0,3,0,1,1327.8188
MARRIED - SPOUSE PRESENT,3,969,227,80,981,81,0,992,82,1,1,0,1995,95012608,33,2,742,61,0,0,3,0,1,1421.927
MARRIED - SPOUSE PRESENT,None,918,373,76,,,,1146,95,0,0,0,1995,95012608,50,2,545,45,0,0,3,1,0,1387.8298
MARRIED - SPOUSE PRESENT,None,1111,294,92,,,,1146,95,0,0,0,1995,95012608,27,2,817,68,0,0,3,1,0,1494.2588
MARRIED - SPOUSE PRESENT,None,940,282,78,,,,1062,88,1,1,0,1995,95012608,40,2,658,54,0,0,3,1,0,1327.8188
DIVORCED,1,851,276,70,833,69,1,918,76,1,1,0,1995,95012616,47,2,575,47,1,0,3,0,1,1605.7434
WIDOWED,2,683,306,56,697,58,0,1126,93,0,0,1,1995,95012616,64,2,377,31,1,0,3,1,0,1360.5695
DIVORCED,11,605,199,50,603,50,1,750,62,0,0,1,1995,95012616,61,2,406,33,1,0,3,0,0,1360.5695
WIDOWED,5,780,214,64,753,62,1,1140,94,0,0,1,1995,95012616,48,2,566,47,1,0,3,0,0,1605.7434
MARRIED - SPOUSE PRESENT,1,1086,360,90,938,78,0,1146,95,0,0,0,1995,95012616,34,2,726,60,1,0,3,0,0,1669.3597
WIDOWED,4,707,351,58,714,59,0,1022,85,0,0,1,1995,95012616,65,2,356,29,1,0,3,0,0,1590.9552
MARRIED - SPOUSE PRESENT,2,864,237,71,910,75,0,942,78,1,1,0,1995,95012616,43,2,627,52,0,0,3,0,0,1287.8258
DIVORCED,5,728,241,60,696,57,1,881,73,0,0,1,1995,95012624,54,2,487,40,1,0,3,0,1,1508.4229
MARRIED - SPOUSE PRESENT,1,933,214,77,940,78,1,1010,84,1,1,0,1995,95012624,35,2,719,59,1,0,3,0,1,1794.6475
MARRIED - SPOUSE PRESENT,None,1036,413,86,,,,1146,95,0,0,0,1995,95012624,43,2,623,51,1,0,3,1,0,1596.9171
MARRIED - SPOUSE PRESENT,2,1120,413,93,978,81,1,1146,95,0,0,0,1995,95012624,36,2,707,58,1,0,3,0,1,1794.6475
SEPARATED,3,1010,229,84,966,80,1,1146,95,0,1,0,1995,95012624,30,2,781,65,0,0,3,0,1,1379.0995
MARRIED - SPOUSE PRESENT,2,1113,479,92,894,74,0,1146,95,0,0,0,1995,95012624,42,2,634,52,0,0,3,0,1,1287.8258
MARRIED - SPOUSE PRESENT,4,983,203,81,1003,83,0,1146,95,0,0,0,1995,95012624,30,2,780,64,0,1,3,0,1,673.9093
MARRIED - SPOUSE PRESENT,4,897,163,74,916,76,0,1146,95,0,0,0,1995,95012624,34,2,734,61,0,0,3,0,0,1379.0995
MARRIED - SPOUSE PRESENT,None,1117,270,93,,,,1146,95,0,0,0,1995,95012624,24,2,847,70,0,0,3,0,1,1888.4152
MARRIED - SPOUSE PRESENT,2,971,228,80,1007,83,1,1073,89,1,1,0,1995,95012632,33,2,743,61,0,0,3,0,1,1536.3467
MARRIED - SPOUSE PRESENT,1,781,223,65,764,63,0,874,72,1,1,0,1995,95012632,49,2,558,46,0,0,3,0,0,1476.9836
DIVORCED,2,880,214,73,889,74,1,1005,83,1,1,0,1995,95012632,40,2,666,55,0,0,3,0,1,1476.804
MARRIED - SPOUSE PRESENT,1,769,271,64,811,67,0,966,80,1,1,0,1995,95012632,54,2,498,41,0,0,3,1,0,1628.1895
MARRIED - SPOUSE PRESENT,1,1066,275,88,1088,90,1,1146,95,0,0,0,1995,95012632,29,2,791,65,0,0,3,1,0,1386.4928
MARRIED - SPOUSE PRESENT,4,681,231,56,693,57,0,1146,95,0,0,0,1995,95012632,57,2,450,37,0,0,3,0,1,1430.4229
MARRIED - SPOUSE PRESENT,2,729,242,60,751,62,0,1146,95,0,0,0,1995,95012632,54,2,487,40,0,0,3,0,1,1628.1895
MARRIED - SPOUSE PRESENT,3,712,283,59,752,62,1,1146,95,0,0,0,1995,95012640,59,2,429,35,0,0,3,0,1,1430.4229
MARRIED - SPOUSE PRESENT,1,1052,286,87,1085,90,1,1146,95,0,0,0,1995,95012640,31,2,766,63,0,0,3,0,1,1536.3467
MARRIED - SPOUSE PRESENT,2,792,237,65,823,68,0,1146,95,0,0,0,1995,95012640,49,2,555,46,0,0,3,0,1,1476.9836
MARRIED - SPOUSE PRESENT,2,851,191,70,916,76,1,899,74,1,1,0,1995,95012640,40,2,660,54,1,0,3,0,1,1635.1973
WIDOWED,4,776,321,64,786,65,0,1124,93,0,0,1,1995,95012640,57,2,455,37,0,0,3,0,0,1387.3394
DIVORCED,3,622,225,51,617,51,0,756,62,1,1,0,1995,95012640,62,2,397,33,1,0,3,0,0,1919.5475
DIVORCED,3,597,228,49,592,49,0,737,61,1,1,0,1995,95012640,64,2,369,30,1,0,3,0,0,1919.5475
MARRIED - SPOUSE PRESENT,4,866,231,72,879,73,0,1146,95,0,0,0,1995,95012640,42,2,635,52,0,1,3,0,0,961.33423
MARRIED - SPOUSE PRESENT,3,816,240,67,830,69,1,1146,95,0,0,0,1995,95012640,47,2,576,47,0,1,3,0,0,1147.6995
DIVORCED,4,876,221,72,889,74,1,953,79,1,1,0,1995,95012648,40,2,655,54,0,1,3,0,1,1082.2001
WIDOWED,None,894,318,74,,,,1112,92,0,0,1,1995,95012648,47,2,576,47,0,0,3,0,1,1432.4978
MARRIED - SPOUSE PRESENT,2,979,282,81,1025,85,0,1146,95,0,0,0,1995,95012648,37,2,697,58,0,0,3,0,1,1503.174
MARRIED - SPOUSE PRESENT,1,1067,261,88,1117,93,0,1146,95,0,0,0,1995,95012648,28,2,806,67,0,0,3,1,0,1344.7325
MARRIED - SPOUSE PRESENT,2,930,321,77,812,67,1,1146,95,0,0,0,1995,95012648,44,2,609,50,0,0,3,0,0,1432.3235
WIDOWED,4,830,361,69,827,68,0,1103,91,0,0,1,1995,95012648,56,2,469,39,0,0,3,0,0,1387.3394
MARRIED - SPOUSE PRESENT,None,1141,302,95,,,,1146,95,0,0,0,1995,95012648,25,2,839,69,0,0,3,1,0,1669.2667
MARRIED - SPOUSE ABSENT,None,1085,390,90,,,,1146,95,0,0,0,1995,95012656,37,2,695,57,0,1,3,0,1,984.56042
DIVORCED,2,836,228,69,854,71,1,942,78,1,1,0,1995,95012656,44,2,608,50,1,0,3,1,0,1826.1411
SEPARATED,1,834,312,69,772,64,0,1146,95,0,1,0,1995,95012656,52,2,522,43,0,1,3,1,0,1409.7854
MARRIED - SPOUSE PRESENT,2,832,276,69,882,73,1,1146,95,0,0,0,1995,95012656,49,2,556,46,0,0,3,1,0,1611.004
DIVORCED,2,833,253,69,839,69,0,1006,83,1,1,0,1995,95012656,47,2,580,48,0,0,3,0,1,1611.004
MARRIED - SPOUSE PRESENT,2,965,286,80,1034,86,1,1146,95,0,0,0,1995,95012656,38,2,679,56,0,0,3,0,1,1628.7484
MARRIED - SPOUSE PRESENT,3,1016,398,84,1030,85,0,1146,95,0,0,0,1995,95012656,43,2,618,51,0,0,3,0,1,1577.8773
MARRIED - SPOUSE PRESENT,4,885,286,73,900,74,1,1146,95,0,0,0,1995,95012656,45,2,599,49,1,0,3,0,1,1464.8531
WIDOWED,3,630,247,52,645,53,1,950,79,0,0,1,1995,95012656,63,2,383,31,0,0,3,0,1,1428.1302
MARRIED - SPOUSE PRESENT,2,962,277,80,1071,89,0,967,80,1,1,0,1995,95012664,38,2,685,57,0,0,3,0,1,1628.7484
MARRIED - SPOUSE PRESENT,None,965,387,80,,,,1146,95,0,0,0,1995,95012664,47,2,578,48,0,0,3,0,1,1611.004
MARRIED - SPOUSE PRESENT,3,1023,251,85,1084,90,0,1074,89,1,1,0,1995,95012664,31,2,772,64,0,0,3,0,1,1505.2903
MARRIED - SPOUSE PRESENT,None,1041,280,86,,,,1146,95,0,0,0,1995,95012664,32,2,761,63,0,0,3,0,1,1505.2903
WIDOWED,2,613,218,51,690,57,0,943,78,0,0,1,1995,95012664,62,2,395,32,0,1,3,0,0,1046.2972
MARRIED - SPOUSE PRESENT,None,960,392,79,,,,1146,95,0,0,0,1995,95012664,48,2,568,47,0,0,3,0,1,1611.004
SEPARATED,None,1128,284,93,,,,1146,95,0,1,0,1995,95012664,25,2,844,70,0,0,3,0,1,1669.2667
MARRIED - SPOUSE PRESENT,2,876,223,72,881,73,0,920,76,1,1,0,1995,95012672,41,2,653,54,0,0,3,0,0,1577.8773
WIDOWED,2,604,216,50,667,55,1,969,80,0,0,1,1995,95012672,63,2,388,32,0,0,3,0,0,1428.1302
MARRIED - SPOUSE PRESENT,2,894,259,74,902,75,0,1146,95,0,0,0,1995,95012672,42,2,635,52,1,0,3,0,1,1771.1388
MARRIED - SPOUSE PRESENT,2,942,296,78,957,79,0,1146,95,0,0,0,1995,95012672,41,2,646,53,1,0,3,1,0,1771.1388
WIDOWED,2,880,195,73,887,73,1,946,78,1,1,0,1995,95012672,38,2,685,57,1,0,3,0,1,1860.5483
MARRIED - SPOUSE PRESENT,4,972,376,80,814,67,0,1146,95,0,0,0,1995,95012672,45,2,596,49,1,0,3,0,1,1464.8531
MARRIED - SPOUSE PRESENT,2,966,277,80,891,74,0,1146,95,0,0,0,1995,95012672,38,2,689,57,1,0,3,0,1,1860.5483
SEPARATED,4,847,304,70,1134,94,1,1146,95,0,1,0,1995,95012672,50,2,543,45,1,0,3,0,1,1423.108
MARRIED - SPOUSE PRESENT,3,684,291,56,706,58,0,1146,95,0,0,0,1995,95012672,62,2,393,32,1,0,3,0,0,1425.606
MARRIED - SPOUSE PRESENT,None,1136,390,94,,,,1146,95,0,0,0,1995,95012680,33,2,746,62,1,0,3,0,1,1659.2164
WIDOWED,3,609,215,50,607,50,1,970,80,0,0,1,1995,95012680,62,2,394,32,1,0,3,0,1,1425.606
MARRIED - SPOUSE PRESENT,2,657,277,54,692,57,0,1146,95,0,0,0,1995,95012680,63,2,380,31,1,0,3,1,0,1425.606
MARRIED - SPOUSE PRESENT,1,1095,295,91,1093,91,1,1146,95,0,0,0,1995,95012680,28,2,800,66,1,0,3,0,1,1991.7321
DIVORCED,1,928,203,77,1061,88,1,1002,83,1,1,0,1995,95012680,35,2,725,60,1,0,3,0,1,1860.5483
SEPARATED,3,894,209,74,957,79,1,954,79,1,1,0,1995,95012680,38,2,685,57,1,0,3,0,1,1860.5483
MARRIED - SPOUSE PRESENT,3,1130,370,94,955,79,0,1146,95,0,0,0,1995,95012680,32,2,760,63,1,0,3,0,1,1880.6277
MARRIED - SPOUSE PRESENT,3,778,279,64,763,63,1,1146,95,0,0,0,1995,95012688,53,2,499,41,1,0,3,0,1,1600.4932
MARRIED - SPOUSE PRESENT,2,965,278,80,995,82,1,1146,95,0,0,0,1995,95012688,38,2,687,57,0,0,3,0,1,1589.7946
MARRIED - SPOUSE PRESENT,2,1016,217,84,1027,85,1,1146,95,0,0,0,1995,95012688,28,2,799,66,0,0,3,0,1,1677.8715
DIVORCED,1,963,346,80,836,69,0,1132,94,1,1,0,1995,95012688,44,2,617,51,1,0,3,0,1,2083.0044
MARRIED - SPOUSE PRESENT,1,582,220,48,624,51,1,1146,95,0,0,0,1995,95012688,65,2,362,30,0,0,3,0,0,1553.7585
DIVORCED,None,645,255,53,,,,737,61,1,1,0,1995,95012688,62,2,390,32,0,0,3,0,1,1541.4065
MARRIED - SPOUSE PRESENT,None,648,210,53,,,,1146,95,0,0,0,1995,95012688,59,2,438,36,0,0,3,0,0,1570.7561
WIDOWED,None,933,489,77,,,,1082,90,0,0,1,1995,95012688,58,2,444,36,0,0,3,1,0,1570.7561
MARRIED - SPOUSE PRESENT,3,744,239,61,753,62,1,1146,95,0,0,0,1995,95012688,53,2,505,42,0,0,3,1,0,1466.821
MARRIED - SPOUSE PRESENT,5,646,281,53,663,55,0,1146,95,0,0,0,1995,95012696,65,2,365,30,0,0,3,0,1,1553.7585
MARRIED - SPOUSE PRESENT,3,1003,259,83,1076,89,0,1146,95,0,0,0,1995,95012696,33,2,744,61,0,0,3,1,0,1686.1963
MARRIED - SPOUSE PRESENT,2,1066,306,88,1089,90,0,1146,95,0,0,0,1995,95012696,32,2,760,63,0,0,3,0,1,1686.1963
MARRIED - SPOUSE PRESENT,2,770,254,64,826,68,1,1146,95,0,0,0,1995,95012696,52,2,516,42,0,0,3,0,1,1466.821
MARRIED - SPOUSE PRESENT,3,776,253,64,832,69,0,1146,95,0,0,0,1995,95012696,51,2,523,43,0,0,3,0,1,1466.821
MARRIED - SPOUSE PRESENT,None,1109,290,92,,,,1146,95,0,0,0,1995,95012696,27,2,819,68,0,0,3,1,0,1677.8715
MARRIED - SPOUSE PRESENT,None,1127,276,93,,,,1146,95,0,0,0,1995,95012696,24,2,851,70,0,0,3,0,1,1903.312
MARRIED - SPOUSE PRESENT,2,811,257,67,845,70,0,1146,95,0,0,0,1995,95012704,49,2,554,46,0,0,3,0,1,1546.5925
MARRIED - SPOUSE PRESENT,2,915,255,76,984,81,0,1146,95,0,0,0,1995,95012704,40,2,660,54,0,0,3,0,1,1555.4923
MARRIED - SPOUSE PRESENT,4,864,259,71,873,72,0,1146,95,0,0,0,1995,95012704,45,2,605,50,0,0,3,0,1,1546.5925
MARRIED - SPOUSE PRESENT,2,952,236,79,957,79,0,1146,95,0,0,0,1995,95012704,35,2,716,59,0,0,3,0,1,1589.7946
DIVORCED,3,710,317,59,719,59,1,963,80,1,1,0,1995,95012704,62,2,393,32,0,0,3,0,0,1541.4065
DIVORCED,2,873,217,72,967,80,1,930,77,1,1,0,1995,95012704,40,2,656,54,0,0,3,0,1,1555.4923
MARRIED - SPOUSE PRESENT,8,570,189,47,586,48,0,1146,95,0,0,0,1995,95012704,63,2,381,31,0,0,3,0,1,1496.8376
MARRIED - SPOUSE PRESENT,3,732,210,60,743,61,1,1146,95,0,0,0,1995,95012704,52,2,522,43,0,0,3,0,1,1466.821
MARRIED - SPOUSE PRESENT,3,742,208,61,753,62,1,1146,95,0,0,0,1995,95012704,51,2,534,44,0,0,3,0,1,1466.821
MARRIED - SPOUSE PRESENT,None,1131,426,94,,,,1146,95,0,0,0,1995,95012712,36,2,705,58,0,0,3,0,1,1541.9109
MARRIED - SPOUSE PRESENT,2,1105,364,92,1109,92,0,1146,95,0,0,0,1995,95012712,33,2,741,61,1,0,3,1,0,1880.6277
WIDOWED,None,931,244,77,,,,1077,89,0,0,1,1995,95012712,38,2,687,57,1,0,3,0,0,1856.1285
MARRIED - SPOUSE PRESENT,3,1131,415,94,971,80,0,1146,95,0,0,0,1995,95012712,35,2,716,59,1,0,3,0,1,1856.1285
MARRIED - SPOUSE PRESENT,2,709,302,59,730,60,1,1146,95,0,0,0,1995,95012712,61,2,407,33,1,0,3,1,0,1889.6974
MARRIED - SPOUSE PRESENT,2,992,398,82,1001,83,1,1146,95,0,0,0,1995,95012712,46,2,594,49,1,0,3,0,1,2137.8047
MARRIED - SPOUSE PRESENT,2,1074,339,89,964,80,1,1146,95,0,0,0,1995,95012712,34,2,735,61,0,0,3,0,1,1635.4091
WIDOWED,3,953,234,79,971,80,0,1084,90,0,0,1,1995,95012720,35,2,719,59,1,0,3,0,1,1856.1285
DIVORCED,2,751,229,62,751,62,1,1015,84,1,1,0,1995,95012720,52,2,522,43,1,0,3,0,1,1081.2159
DIVORCED,2,883,260,73,990,82,0,1109,92,1,1,0,1995,95012720,43,2,623,51,0,0,3,1,0,1497.2626
MARRIED - SPOUSE PRESENT,2,919,247,76,975,81,1,1146,95,0,0,0,1995,95012720,39,2,672,55,0,0,3,0,1,1509.1766
MARRIED - SPOUSE PRESENT,2,1065,255,88,1125,93,1,1146,95,0,0,0,1995,95012720,27,2,810,67,0,0,3,0,1,1830.6862
MARRIED - SPOUSE PRESENT,4,618,262,51,651,54,1,669,55,0,0,1,1995,95012720,65,2,356,29,0,0,3,1,0,1487.5769
MARRIED - SPOUSE PRESENT,5,607,220,50,613,51,0,1146,95,0,0,0,1995,95012720,63,2,387,32,0,0,3,0,1,1503.4855
MARRIED - SPOUSE PRESENT,4,774,372,64,818,68,1,1146,95,0,0,0,1995,95012720,61,2,402,33,0,0,3,0,1,1495.0225
MARRIED - SPOUSE PRESENT,2,998,330,83,1045,87,0,1146,95,0,0,0,1995,95012720,39,2,668,55,0,0,3,1,0,1509.1766
DIVORCED,4,813,261,67,837,69,0,1113,92,1,1,0,1995,95012728,49,2,552,45,0,0,3,0,1,1662.9211
MARRIED - SPOUSE PRESENT,2,870,257,72,926,77,1,1146,95,0,0,0,1995,95012728,44,2,613,51,0,0,3,1,0,1497.2626
MARRIED - SPOUSE PRESENT,4,815,347,67,824,68,1,1146,95,0,0,0,1995,95012728,56,2,468,38,0,0,3,1,0,1564.8318
MARRIED - SPOUSE PRESENT,2,982,261,81,1094,91,0,1146,95,0,0,0,1995,95012728,35,2,721,60,0,0,3,0,1,1509.1766
MARRIED - SPOUSE PRESENT,2,911,230,75,965,80,1,1146,95,0,0,0,1995,95012728,38,2,681,56,0,0,3,0,1,1509.1766
MARRIED - SPOUSE PRESENT,2,866,246,72,973,81,0,1146,95,0,0,0,1995,95012728,43,2,620,51,0,0,3,0,1,1497.2626
MARRIED - SPOUSE PRESENT,4,777,248,64,774,64,0,1146,95,0,0,0,1995,95012728,51,2,529,44,0,0,3,0,1,1599.4
MARRIED - SPOUSE PRESENT,2,1062,223,88,1078,89,1,1146,95,0,0,0,1995,95012736,25,2,839,69,0,0,3,0,1,1618.2245
MARRIED - SPOUSE PRESENT,4,984,224,81,975,81,1,1146,95,0,0,0,1995,95012736,32,2,760,63,0,0,3,0,1,1516.1479
DIVORCED,2,994,261,82,1005,83,1,1059,88,1,1,0,1995,95012736,34,2,733,61,0,0,3,0,1,1516.1479
MARRIED - SPOUSE PRESENT,2,1025,203,85,1048,87,0,1146,95,0,0,0,1995,95012736,27,2,822,68,0,0,3,0,1,1830.6862
MARRIED - SPOUSE PRESENT,2,995,297,82,1016,84,1,1146,95,0,0,0,1995,95012736,37,2,698,58,0,0,3,0,1,1509.1766
MARRIED - SPOUSE PRESENT,3,952,211,79,1061,88,0,1007,83,1,1,0,1995,95012736,33,2,741,61,0,0,3,0,1,1516.1479
DIVORCED,None,911,255,75,,,,962,80,1,1,0,1995,95012736,40,2,656,54,0,0,3,0,1,1497.2626
WIDOWED,4,626,232,52,640,53,0,1060,88,0,0,1,1995,95012736,62,2,394,32,1,0,3,0,1,1763.6302
MARRIED - SPOUSE PRESENT,3,1112,299,92,1029,85,0,1146,95,0,0,0,1995,95012736,27,2,813,67,1,0,3,0,1,1922.7533
MARRIED - SPOUSE PRESENT,3,722,232,60,786,65,0,1146,95,0,0,0,1995,95012744,54,2,490,40,1,0,3,0,0,1081.2159
MARRIED - SPOUSE PRESENT,2,817,151,68,817,68,1,825,68,1,1,0,1995,95012744,40,2,666,55,0,0,3,0,0,1452.1659
MARRIED - SPOUSE PRESENT,3,1070,256,89,1014,84,0,1146,95,0,0,0,1995,95012744,27,2,814,67,1,0,3,0,1,1922.7533
DIVORCED,8,687,238,57,701,58,1,699,58,1,1,0,1995,95012744,58,2,449,37,1,0,3,0,1,1922.9233
MARRIED - SPOUSE PRESENT,4,869,217,72,878,73,0,1146,95,0,0,0,1995,95012744,41,2,652,54,1,0,3,0,1,1716.2688
DIVORCED,3,911,216,75,931,77,1,966,80,1,1,0,1995,95012744,37,2,695,57,1,0,3,0,0,1714.6263
DIVORCED,1,813,211,67,996,82,1,821,68,1,1,0,1995,95012744,45,2,602,50,1,0,3,0,1,1439.3918
DIVORCED,1,889,249,74,910,75,1,1101,91,1,1,0,1995,95012752,42,2,640,53,1,0,3,0,1,1716.2688
MARRIED - SPOUSE PRESENT,None,866,327,72,,,,990,82,1,1,0,1995,95012752,50,2,539,44,1,0,3,0,0,1081.2159
MARRIED - SPOUSE PRESENT,1,1076,245,89,1140,94,1,1146,95,0,0,0,1995,95012752,26,2,831,69,1,0,3,0,1,1922.7533
MARRIED - SPOUSE ABSENT,5,1096,382,91,894,74,1,1146,95,0,0,0,1995,95012752,36,2,714,59,0,1,3,0,0,1134.9602
MARRIED - SPOUSE PRESENT,4,893,218,74,873,72,1,1039,86,1,1,0,1995,95012752,39,2,675,56,1,0,3,1,0,1714.6263
DIVORCED,6,620,251,51,709,59,0,633,52,1,1,0,1995,95012752,64,2,369,30,1,0,3,0,1,1763.6302
DIVORCED,None,745,226,62,,,,755,62,1,1,0,1995,95012752,52,2,519,43,1,0,3,0,1,1081.2159
