cdiv,a_age,a_sex,e29a,pesb1,pesa1,fmstm1900,fmagem,yofm,fbm1900,yofb,fb_girl,fmendm1900,yofd,fmdiv,fmdivsep,fmwid,cpsyear,iid,bdm1900,yob,black,orace,coll,hs,a_fnlwgt
9,37,2,1,1,3,800,289,66,812,67,1,966,80,0,0,0,1980,80000000,511,42,0,0,0,1,181159
9,25,2,1,1,2,902,236,75,908,75,0,966,80,0,0,0,1980,80000000,666,55,0,0,0,1,176473
9,31,2,1,1,2,829,238,69,860,71,0,966,80,0,0,0,1980,80000000,591,49,0,0,0,1,196955
9,24,2,1,2,1,906,239,75,952,79,0,920,76,1,1,0,1980,80000000,667,55,0,0,0,1,174364
9,31,2,3,3,3,801,218,66,786,65,0,850,70,1,1,0,1980,80000008,583,48,0,0,0,1,170013
9,37,2,1,2,3,806,291,67,733,61,0,882,73,0,0,1,1980,80000008,515,42,0,0,0,0,182400
9,39,2,1,1,4,723,230,60,729,60,0,966,80,0,0,0,1980,80000008,493,41,0,1,0,0,130205
9,24,2,1,1,3,892,216,74,902,75,0,966,80,0,0,0,1980,80000008,676,56,0,1,0,1,136668
9,27,2,1,1,0,928,297,77,,,,966,80,0,0,0,1980,80000008,631,52,0,0,0,1,176350
9,32,2,1,1,0,830,249,69,,,,966,80,0,0,0,1980,80000008,581,48,0,0,0,1,174327
9,25,2,1,1,0,923,266,76,,,,966,80,0,0,0,1980,80000008,657,54,0,0,0,1,176350
9,24,2,1,1,0,930,253,77,,,,966,80,0,0,0,1980,80000016,677,56,0,0,1,0,177449
9,32,2,1,2,1,799,219,66,889,74,1,826,68,1,1,0,1980,80000016,580,48,0,1,0,1,119798
9,36,2,1,1,3,772,248,64,796,66,1,966,80,0,0,0,1980,80000016,524,43,0,0,0,1,187403
9,37,2,3,1,2,775,256,64,809,67,1,899,74,1,1,0,1980,80000016,519,43,0,0,1,0,187403
9,27,2,1,1,1,918,280,76,943,78,1,966,80,0,0,0,1980,80000016,638,53,0,0,0,1,182525
9,57,2,1,1,3,574,302,47,599,49,1,966,80,0,0,0,1980,80000016,272,22,0,0,0,1,162732
9,39,2,1,2,4,713,223,59,720,59,1,798,66,1,1,0,1980,80000016,490,40,0,0,0,1,170732
9,31,2,3,1,0,858,271,71,,,,956,79,1,1,0,1980,80000016,587,48,0,0,1,0,180575
9,31,2,4,1,2,930,347,77,936,77,0,966,80,0,1,0,1980,80000016,582,48,0,0,0,0,196955
9,22,2,1,1,1,952,254,79,964,80,1,966,80,0,0,0,1980,80000024,698,58,1,0,0,1,171758
9,26,2,1,1,3,844,200,70,863,71,0,966,80,0,0,0,1980,80000024,644,53,0,0,0,0,176473
9,26,2,2,1,4,832,180,69,837,69,0,947,78,0,0,1,1980,80000024,652,54,0,0,0,0,176473
9,69,2,1,1,4,335,207,27,347,28,1,966,80,0,0,0,1980,80000024,128,10,0,0,0,0,164422
9,64,2,1,1,1,441,245,36,449,37,1,966,80,0,0,0,1980,80000024,196,16,0,0,0,1,165377
9,45,2,1,1,3,690,274,57,706,58,0,966,80,0,0,0,1980,80000024,416,34,0,0,1,0,191875
9,23,2,1,1,0,907,228,75,,,,966,80,0,0,0,1980,80000024,678,56,0,0,1,0,192951
9,29,2,1,1,1,918,309,76,951,79,0,966,80,0,0,0,1980,80000032,609,50,0,0,1,0,175808
9,32,2,1,1,3,848,273,70,931,77,1,966,80,0,0,0,1980,80000032,575,47,0,1,1,0,123043
9,52,2,1,1,10,584,248,48,599,49,0,966,80,0,0,0,1980,80000032,336,27,0,0,0,1,171113
9,56,2,1,1,3,511,227,42,520,43,1,966,80,0,0,0,1980,80000032,284,23,0,0,0,1,163791
9,24,2,1,1,1,934,266,77,963,80,0,966,80,0,0,0,1980,80000032,668,55,0,0,0,1,157991
9,55,2,2,1,1,687,384,57,699,58,0,828,68,0,0,1,1980,80000032,303,25,0,0,0,1,173935
9,45,2,3,1,3,671,254,55,697,58,1,865,72,1,1,0,1980,80000032,417,34,0,0,0,1,173061
9,54,2,2,1,2,545,230,45,563,46,0,875,72,0,0,1,1980,80000032,315,26,0,0,0,1,177631
9,32,2,2,1,0,862,286,71,,,,965,80,0,0,1,1980,80000032,576,47,0,0,0,1,170013
9,37,2,1,1,4,751,232,62,761,63,0,966,80,0,0,0,1980,80000040,519,43,0,0,0,0,179522
9,21,2,1,1,1,936,228,77,942,78,,966,80,0,0,0,1980,80000040,708,58,1,0,0,1,260700
9,24,2,1,1,0,913,241,76,,,,966,80,0,0,0,1980,80000040,672,55,0,0,0,1,181179
9,58,2,1,1,3,490,228,40,504,41,1,966,80,0,0,0,1980,80000040,262,21,0,0,0,1,177115
9,59,2,1,2,5,525,272,43,535,44,1,552,45,1,1,0,1980,80000040,253,21,0,0,0,1,177115
9,69,2,1,1,1,403,271,33,456,37,0,966,80,0,0,0,1980,80000040,132,10,0,0,0,1,185635
9,28,2,1,2,0,856,231,71,,,,914,76,1,1,0,1980,80000040,625,52,0,0,0,1,186587
9,66,2,3,2,1,373,206,31,562,46,1,385,32,1,1,0,1980,80000048,167,13,0,0,0,1,179538
9,73,2,1,1,0,717,628,59,,,,966,80,0,0,0,1980,80000048,89,7,0,0,0,1,191574
9,53,2,4,1,5,619,289,51,600,49,1,966,80,0,1,0,1980,80000048,330,27,0,0,0,0,583787
9,33,2,1,1,4,794,230,66,811,67,0,966,80,0,0,0,1980,80000048,564,46,0,0,0,1,165957
9,48,2,1,2,5,682,298,56,565,47,1,715,59,1,1,0,1980,80000048,384,31,0,0,0,0,180682
9,29,2,1,1,3,853,244,71,862,71,1,966,80,0,0,0,1980,80000048,609,50,0,0,0,1,182525
9,29,2,1,1,1,834,227,69,891,74,0,966,80,0,0,0,1980,80000048,607,50,0,0,0,1,178740
9,54,2,1,1,5,594,278,49,605,50,0,966,80,0,0,0,1980,80000048,316,26,0,0,0,0,171018
9,46,2,1,2,2,724,315,60,718,59,0,743,61,1,1,0,1980,80000048,409,34,0,0,0,1,175408
9,53,2,1,2,2,565,242,47,765,63,1,574,47,1,1,0,1980,80000056,323,26,0,0,0,1,171018
9,39,2,1,1,2,799,306,66,804,66,1,966,80,0,0,0,1980,80000056,493,41,0,0,0,1,182035
9,34,2,1,1,1,818,264,68,870,72,1,966,80,0,0,0,1980,80000056,554,46,0,0,0,1,197908
9,60,2,1,1,0,509,273,42,,,,966,80,0,0,0,1980,80000056,236,19,0,0,0,1,178420
9,51,2,3,2,3,552,207,45,563,46,1,666,55,1,1,0,1980,80000056,345,28,0,0,0,1,167177
9,30,2,3,2,1,826,231,68,851,70,0,838,69,1,1,0,1980,80000056,594,49,0,0,0,1,164117
9,42,2,1,1,5,676,216,56,687,57,1,966,80,0,0,0,1980,80000056,460,38,0,0,0,0,161162
9,65,2,2,3,3,416,231,34,438,36,0,510,42,1,1,0,1980,80000064,185,15,0,0,0,0,179591
9,56,2,1,1,5,533,240,44,542,45,1,966,80,0,0,0,1980,80000064,293,24,0,0,0,1,169552
9,70,2,2,1,0,420,298,34,,,,904,75,0,0,1,1980,80000064,122,10,0,0,0,1,186824
9,75,2,2,1,10,262,199,21,271,22,1,609,50,0,0,1,1980,80000064,63,5,0,0,0,0,160889
9,62,2,4,1,2,572,361,47,598,49,1,966,80,0,1,0,1980,80000064,210,17,0,0,0,1,183163
9,21,2,4,1,0,942,239,78,,,,966,80,0,1,0,1980,80000064,703,58,0,1,0,1,200145
9,39,2,1,1,3,764,273,63,802,66,0,966,80,0,0,0,1980,80000064,491,40,0,0,1,0,180506
9,75,2,3,1,3,319,263,26,331,27,0,622,51,1,1,0,1980,80000064,56,4,0,0,0,1,161698
9,48,2,1,1,4,630,244,52,694,57,1,966,80,0,0,0,1980,80000064,386,32,0,0,1,0,174033
9,26,2,1,1,1,881,229,73,888,73,0,966,80,0,0,0,1980,80000072,652,54,0,0,0,1,187034
9,58,2,2,1,3,549,287,45,565,47,0,552,45,0,0,1,1980,80000072,262,21,0,0,0,0,197281
9,57,2,1,3,4,486,206,40,492,40,,546,45,0,0,1,1980,80000072,280,23,0,0,0,0,197281
9,37,2,1,1,1,776,258,64,837,69,0,966,80,0,0,0,1980,80000072,518,43,0,0,0,1,183454
9,70,2,1,1,0,487,366,40,,,,966,80,0,0,0,1980,80000072,121,10,0,0,1,0,195217
9,28,2,1,1,2,904,277,75,855,71,0,966,80,0,0,0,1980,80000072,627,52,0,0,0,1,178233
9,62,2,1,1,0,588,372,48,,,,966,80,0,0,0,1980,80000072,216,17,0,0,0,1,158875
9,49,2,1,1,0,701,328,58,,,,966,80,0,0,0,1980,80000080,373,31,0,0,0,1,190693
9,58,2,1,1,2,558,292,46,681,56,0,966,80,0,0,0,1980,80000080,266,22,0,0,0,1,171243
9,58,2,1,1,0,562,292,46,,,,966,80,0,0,0,1980,80000080,270,22,0,0,0,1,171243
9,19,2,1,1,1,945,217,78,957,79,0,966,80,0,0,0,1980,80000080,728,60,0,0,0,0,174165
9,56,2,1,1,2,565,273,47,610,50,1,966,80,0,0,0,1980,80000080,292,24,0,0,0,1,171243
9,67,2,1,2,0,435,281,36,,,,442,36,1,1,0,1980,80000080,154,12,0,0,0,0,181383
9,34,2,1,1,3,800,248,66,852,70,1,966,80,0,0,0,1980,80000080,552,45,0,0,1,0,158978
9,72,2,2,1,0,509,409,42,,,,936,77,0,0,1,1980,80000080,100,8,0,0,1,0,171012
9,38,2,1,1,2,726,222,60,763,63,1,966,80,0,0,0,1980,80000080,504,41,0,0,0,1,179522
9,40,2,1,2,1,746,267,62,804,66,0,832,69,1,1,0,1980,80000088,479,39,0,0,0,1,153957
9,68,2,1,1,2,462,315,38,478,39,1,966,80,0,0,0,1980,80000088,147,12,0,0,0,1,155136
9,65,2,1,1,1,419,243,34,449,37,0,966,80,0,0,0,1980,80000088,176,14,0,0,0,1,155136
9,56,2,1,1,2,551,258,45,569,47,0,966,80,0,0,0,1980,80000088,293,24,0,0,0,1,177421
9,73,2,2,1,2,270,190,22,282,23,1,874,72,0,0,1,1980,80000088,80,6,0,0,0,1,176208
9,58,2,1,1,2,517,258,43,529,44,,966,80,0,0,0,1980,80000088,259,21,0,0,0,1,177421
9,37,2,1,1,3,726,214,60,745,62,1,966,80,0,0,0,1980,80000088,512,42,0,0,0,1,186143
9,25,2,1,2,1,867,209,72,875,72,0,922,76,1,1,0,1980,80000096,658,54,0,0,0,0,370086
9,70,2,1,1,3,359,233,29,367,30,0,966,80,0,0,0,1980,80000096,126,10,0,0,0,0,164503
9,54,2,1,2,2,557,242,46,571,47,,881,73,1,1,0,1980,80000096,315,26,0,0,0,0,163701
9,31,2,1,1,3,846,256,70,869,72,1,966,80,0,0,0,1980,80000096,590,49,0,0,0,0,180625
9,70,2,2,2,7,354,239,29,390,32,1,578,48,0,0,1,1980,80000096,114,9,0,0,0,0,181808
9,59,2,2,1,4,502,251,41,505,42,0,899,74,0,0,1,1980,80000096,251,20,0,0,0,0,169908
9,25,2,1,1,2,898,234,74,903,75,0,966,80,0,0,0,1980,80000096,664,55,0,0,0,1,177075
9,24,2,1,1,3,901,223,75,921,76,0,966,80,0,0,0,1980,80000096,678,56,0,0,0,0,171040
9,56,2,1,1,2,541,258,45,553,46,,966,80,0,0,0,1980,80000096,282,23,0,0,0,0,191995
9,32,2,1,1,3,825,251,68,829,69,1,966,80,0,0,0,1980,80000104,574,47,0,0,0,0,274776
9,23,2,1,1,2,923,240,76,932,77,0,966,80,0,0,0,1980,80000104,683,56,0,0,0,0,238856
9,24,2,1,1,4,879,211,73,887,73,1,966,80,0,0,0,1980,80000104,668,55,0,0,0,0,173632
9,54,2,1,1,4,664,355,55,682,56,1,966,80,0,0,0,1980,80000104,309,25,0,0,0,0,172212
9,48,2,1,1,10,555,173,46,566,47,1,966,80,0,0,0,1980,80000104,382,31,0,0,0,0,177784
9,30,2,1,1,0,931,328,77,,,,966,80,0,0,0,1980,80000104,603,50,0,0,0,1,175383
9,20,2,1,1,0,966,251,80,,,,966,80,0,0,0,1980,80000104,715,59,0,0,0,1,182582
9,25,2,1,1,1,899,241,74,904,75,0,966,80,0,0,0,1980,80000112,658,54,0,0,0,1,171937
9,48,2,3,1,5,591,208,49,579,48,1,756,62,1,1,0,1980,80000112,383,31,0,0,0,1,168732
9,30,2,3,1,3,834,234,69,849,70,,911,75,1,1,0,1980,80000112,600,49,0,0,0,1,160446
9,25,2,4,1,1,876,211,72,911,75,1,966,80,0,1,0,1980,80000112,665,55,0,0,0,1,159425
9,39,2,1,1,4,735,244,61,737,61,1,966,80,0,0,0,1980,80000112,491,40,0,0,1,0,167461
9,33,2,1,1,5,786,221,65,796,66,,966,80,0,0,0,1980,80000112,565,47,0,0,0,1,160446
9,27,2,1,1,2,871,233,72,883,73,0,966,80,0,0,0,1980,80000112,638,53,0,0,0,1,170702
9,29,2,1,1,1,856,240,71,949,79,0,966,80,0,0,0,1980,80000112,616,51,1,0,0,1,169422
9,22,2,1,1,2,932,239,77,944,78,1,966,80,0,0,0,1980,80000112,693,57,0,0,0,1,171766
9,26,2,1,1,2,927,274,77,917,76,0,966,80,0,0,0,1980,80000120,653,54,1,0,0,0,169422
9,63,2,1,2,4,418,209,34,431,35,0,831,69,0,0,1,1980,80000120,209,17,0,0,0,1,157167
9,69,2,1,1,0,426,289,35,,,,966,80,0,0,0,1980,80000120,137,11,0,0,0,1,175011
9,33,2,4,2,4,838,272,69,785,65,0,910,75,1,1,0,1980,80000120,566,47,1,0,0,1,160598
9,46,2,4,1,4,634,230,52,646,53,1,966,80,0,1,0,1980,80000120,404,33,1,0,0,1,130991
9,42,2,1,1,0,859,403,71,,,,966,80,0,0,0,1980,80000120,456,37,0,1,0,1,131045
9,53,2,1,1,6,519,199,43,528,43,0,966,80,0,0,0,1980,80000120,320,26,0,0,0,1,163437
9,22,2,1,1,0,951,259,79,,,,966,80,0,0,0,1980,80000128,692,57,0,0,1,0,188634
9,51,2,3,1,5,625,277,52,653,54,0,726,60,1,1,0,1980,80000128,348,28,0,0,0,1,163701
9,48,2,1,2,3,620,230,51,628,52,,891,74,1,1,0,1980,80000128,390,32,0,0,0,1,166495
9,29,2,1,1,2,860,249,71,882,73,0,966,80,0,0,0,1980,80000128,611,50,0,0,0,1,168194
9,31,2,3,1,2,852,266,70,872,72,1,956,79,1,1,0,1980,80000128,586,48,0,0,1,0,152926
9,41,2,1,2,2,702,234,58,712,59,1,841,70,1,1,0,1980,80000128,468,38,0,0,0,1,171413
9,44,2,1,1,5,654,227,54,666,55,0,966,80,0,0,0,1980,80000128,426,35,0,0,0,1,171413
9,59,2,1,1,5,489,236,40,500,41,1,966,80,0,0,0,1980,80000128,253,21,0,0,0,0,259718
9,28,2,1,1,2,810,191,67,854,71,0,966,80,0,0,0,1980,80000128,619,51,0,0,0,0,270674
9,30,2,1,1,2,798,199,66,803,66,0,966,80,0,0,0,1980,80000136,599,49,0,0,0,0,276100
9,35,2,1,1,2,812,274,67,817,68,1,966,80,0,0,0,1980,80000136,538,44,0,0,0,1,181995
9,73,2,1,1,0,377,289,31,,,,966,80,0,0,0,1980,80000136,88,7,0,0,0,0,189924
9,37,2,1,1,2,739,227,61,770,64,0,966,80,0,0,0,1980,80000136,512,42,0,0,0,1,181995
9,22,2,1,1,0,947,253,78,,,,966,80,0,0,0,1980,80000136,694,57,0,0,0,1,88688
9,33,2,1,1,6,774,214,64,825,68,0,966,80,0,0,0,1980,80000136,560,46,0,0,0,0,180778
9,53,2,3,1,6,610,285,50,588,48,1,826,68,1,1,0,1980,80000136,325,27,0,0,0,0,182511
9,50,2,3,1,1,606,248,50,784,65,1,952,79,1,1,0,1980,80000144,358,29,0,0,0,0,182511
9,32,2,1,1,4,785,206,65,747,62,,966,80,0,0,0,1980,80000144,579,48,0,0,0,0,180778
9,25,2,1,1,1,934,273,77,940,78,1,966,80,0,0,0,1980,80000144,661,55,0,0,0,1,175568
9,59,2,4,1,2,555,299,46,561,46,0,966,80,0,1,0,1980,80000144,256,21,0,0,0,0,175068
9,33,2,3,1,2,792,229,65,801,66,1,889,74,1,1,0,1980,80000144,563,46,0,0,0,1,161732
9,25,2,1,1,2,901,242,75,920,76,1,966,80,0,0,0,1980,80000144,659,54,0,0,0,0,164577
9,48,2,1,2,9,597,211,49,608,50,1,620,51,1,1,0,1980,80000144,386,32,0,0,0,0,164631
9,57,2,1,1,0,625,345,52,,,,966,80,0,0,0,1980,80000144,280,23,0,0,0,0,177580
9,42,2,3,2,3,689,228,57,709,59,,774,64,1,1,0,1980,80000144,461,38,0,0,0,1,168793
9,50,2,1,1,4,578,221,48,588,48,0,966,80,0,0,0,1980,80000152,357,29,0,0,0,1,175093
9,53,2,3,1,6,587,265,48,604,50,0,873,72,1,1,0,1980,80000152,322,26,0,0,0,1,175093
9,41,2,1,1,2,685,213,57,709,59,1,966,80,0,0,0,1980,80000152,472,39,0,0,0,0,207429
9,56,2,1,1,3,604,311,50,624,51,1,966,80,0,0,0,1980,80000152,293,24,0,0,0,0,176429
9,74,2,2,1,2,270,203,22,287,23,1,904,75,0,0,1,1980,80000152,67,5,0,0,0,0,199774
9,64,2,1,1,2,541,351,45,569,47,1,966,80,0,0,0,1980,80000152,190,15,0,0,0,0,173427
9,48,2,1,1,1,657,275,54,669,55,1,966,80,0,0,0,1980,80000152,382,31,0,1,0,1,115779
9,29,2,1,1,2,837,230,69,881,73,1,966,80,0,0,0,1980,80000160,606,50,0,0,0,1,171144
9,27,2,1,1,1,932,297,77,957,79,1,966,80,0,0,0,1980,80000160,635,52,0,0,0,1,171144
9,46,2,1,1,4,618,207,51,625,52,1,966,80,0,0,0,1980,80000160,411,34,0,0,0,0,171201
9,28,2,3,1,0,912,287,75,,,,924,76,1,1,0,1980,80000160,625,52,0,0,1,0,171144
9,70,2,1,1,2,374,254,31,391,32,0,966,80,0,0,0,1980,80000160,120,9,0,0,0,0,207696
9,58,2,4,1,5,500,241,41,507,42,1,966,80,0,1,0,1980,80000160,259,21,0,0,0,1,200015
9,35,2,1,1,2,802,262,66,871,72,1,966,80,0,0,0,1980,80000160,540,44,0,0,0,1,199026
9,22,2,1,1,0,919,223,76,,,,966,80,0,0,0,1980,80000160,696,57,0,0,0,1,212362
9,20,2,1,1,0,958,240,79,,,,966,80,0,0,0,1980,80000160,718,59,0,0,0,0,248688
9,25,2,1,1,1,954,293,79,962,80,1,966,80,0,0,0,1980,80000168,661,55,0,0,1,0,192537
9,35,2,1,1,2,798,254,66,815,67,0,966,80,0,0,0,1980,80000168,544,45,0,0,0,1,191076
9,24,2,1,1,1,892,220,74,954,79,0,966,80,0,0,0,1980,80000168,672,55,1,0,0,1,205371
9,69,2,2,2,4,402,272,33,416,34,0,716,59,0,0,1,1980,80000168,130,10,0,0,1,0,174545
9,27,2,1,1,2,878,236,73,896,74,0,966,80,0,0,0,1980,80000168,642,53,0,0,0,1,182876
9,17,2,1,1,1,956,195,79,963,80,1,966,80,0,0,0,1980,80000168,761,63,0,0,0,1,177303
9,47,2,3,1,2,637,238,53,694,57,1,871,72,1,1,0,1980,80000168,399,33,0,0,0,1,184123
9,22,2,4,1,2,908,216,75,878,73,0,966,80,0,1,0,1980,80000176,692,57,0,0,0,1,196256
9,68,2,2,1,8,334,194,27,356,29,0,875,72,0,0,1,1980,80000176,140,11,0,0,0,0,201083
9,34,2,3,3,3,738,185,61,759,63,1,758,63,1,1,0,1980,80000176,553,46,0,0,0,0,214733
9,22,2,1,1,0,940,243,78,,,,966,80,0,0,0,1980,80000176,697,58,0,0,0,1,196256
9,20,2,1,1,0,960,238,79,,,,966,80,0,0,0,1980,80000176,722,60,0,0,0,0,215656
9,62,2,1,1,4,533,320,44,554,46,1,966,80,0,0,0,1980,80000176,213,17,0,0,0,1,250437
9,51,2,1,1,3,633,287,52,644,53,1,966,80,0,0,0,1980,80000176,346,28,0,0,0,1,262283
9,66,2,1,1,1,517,354,43,531,44,1,966,80,0,0,0,1980,80000176,162,13,0,0,0,0,248991
9,55,2,1,1,5,522,225,43,566,47,0,966,80,0,0,0,1980,80000176,297,24,0,0,0,1,256826
9,45,2,1,1,2,699,275,58,726,60,0,966,80,0,0,0,1980,80000184,424,35,0,0,0,1,202882
9,28,2,1,1,0,924,300,76,,,,966,80,0,0,0,1980,80000184,624,51,0,0,1,0,189626
9,31,2,1,1,3,824,235,68,861,71,0,966,80,0,0,0,1980,80000184,589,49,1,0,0,1,153139
9,50,2,2,2,4,601,243,50,610,50,1,624,51,1,1,0,1980,80000184,358,29,0,0,0,0,164509
9,23,2,4,1,1,938,255,78,948,78,1,966,80,0,1,0,1980,80000184,683,56,0,0,0,0,166076
9,56,2,2,1,0,646,357,53,,,,864,71,0,0,1,1980,80000184,289,24,0,1,0,1,94823
9,30,2,1,1,1,931,325,77,961,80,1,966,80,0,0,0,1980,80000184,606,50,0,0,0,1,161732
9,41,2,1,1,4,687,223,57,698,58,1,966,80,0,0,0,1980,80000192,464,38,0,0,0,1,161819
9,44,2,1,2,4,668,234,55,683,56,1,893,74,1,1,0,1980,80000192,434,36,0,0,0,1,161819
9,47,2,1,2,4,591,194,49,604,50,1,717,59,1,1,0,1980,80000192,397,33,0,0,0,1,181404
9,30,2,1,1,2,865,265,72,813,67,1,966,80,0,0,0,1980,80000192,600,49,0,1,0,0,156719
9,59,2,1,1,5,554,300,46,563,46,0,966,80,0,0,0,1980,80000192,254,21,0,0,0,1,165759
9,64,2,2,2,2,402,211,33,419,34,1,656,54,1,1,0,1980,80000192,191,15,0,0,0,1,170166
9,63,2,1,1,2,416,212,34,610,50,0,966,80,0,0,0,1980,80000192,204,16,0,0,0,1,177297
9,56,2,1,2,2,492,209,40,686,57,0,640,53,0,0,1,1980,80000192,283,23,0,0,0,1,162583
9,32,2,1,1,0,882,310,73,,,,966,80,0,0,0,1980,80000192,572,47,0,0,1,0,168744
9,49,2,1,1,3,614,247,51,624,51,0,966,80,0,0,0,1980,80000200,367,30,0,0,0,1,175873
9,46,2,1,2,4,666,254,55,665,55,1,798,66,1,1,0,1980,80000200,412,34,0,0,0,1,163087
9,30,2,1,2,1,846,245,70,851,70,,965,80,1,1,0,1980,80000200,601,50,0,1,0,1,141376
9,42,2,3,1,3,665,212,55,695,57,1,952,79,1,1,0,1980,80000200,453,37,0,0,0,1,168413
9,55,2,1,1,2,536,241,44,554,46,1,966,80,0,0,0,1980,80000200,295,24,0,0,0,1,161898
9,21,2,1,1,3,891,186,74,917,76,1,966,80,0,0,0,1980,80000200,705,58,0,0,0,0,191856
9,41,2,1,1,2,753,289,62,766,63,0,966,80,0,0,0,1980,80000200,464,38,0,1,0,1,159433
9,30,2,4,1,0,825,228,68,,,,966,80,0,1,0,1980,80000208,597,49,0,0,0,1,166552
9,43,2,3,1,2,732,293,60,771,64,1,854,71,1,1,0,1980,80000208,439,36,0,0,0,1,188351
9,59,2,1,2,3,505,253,42,529,44,1,565,47,1,1,0,1980,80000208,252,20,0,0,0,1,185977
9,18,2,1,1,1,965,217,80,952,79,0,966,80,0,0,0,1980,80000208,748,62,0,0,0,0,168587
9,21,2,1,1,1,921,212,76,952,79,,966,80,0,0,0,1980,80000208,709,59,0,0,0,0,159659
9,62,2,1,1,3,465,248,38,496,41,0,966,80,0,0,0,1980,80000208,217,18,0,0,0,1,150137
9,46,2,1,2,0,631,227,52,,,,825,68,1,1,0,1980,80000208,404,33,0,0,0,1,171471
9,28,2,1,1,1,904,284,75,947,78,0,966,80,0,0,0,1980,80000208,620,51,0,0,0,1,173221
9,29,2,4,1,2,874,263,72,852,70,1,966,80,0,1,0,1980,80000208,611,50,0,0,0,1,173221
9,34,2,1,1,1,858,304,71,907,75,0,966,80,0,0,0,1980,80000216,554,46,0,0,0,1,157497
9,36,2,1,1,3,790,262,65,784,65,0,966,80,0,0,0,1980,80000216,528,43,0,0,0,1,165600
9,25,2,1,1,2,888,229,73,849,70,0,966,80,0,0,0,1980,80000216,659,54,0,0,0,0,161482
9,28,2,1,1,0,858,234,71,,,,966,80,0,0,0,1980,80000216,624,51,0,0,1,0,171168
9,31,2,1,1,2,849,266,70,904,75,1,966,80,0,0,0,1980,80000216,583,48,0,0,1,0,191034
9,34,2,1,1,2,788,234,65,811,67,1,966,80,0,0,0,1980,80000216,554,46,0,0,0,1,191034
9,45,2,1,1,3,690,267,57,699,58,0,966,80,0,0,0,1980,80000216,423,35,0,0,0,1,177228
9,31,2,1,2,1,796,208,66,910,75,0,902,75,1,1,0,1980,80000224,588,48,0,0,0,1,191034
9,43,2,2,1,3,729,289,60,741,61,,773,64,0,0,1,1980,80000224,440,36,0,0,1,0,181123
9,67,2,1,1,3,397,243,33,453,37,0,966,80,0,0,0,1980,80000224,154,12,0,0,0,0,168295
9,72,2,1,1,2,388,294,32,464,38,1,966,80,0,0,0,1980,80000224,94,7,0,0,0,1,185708
9,73,2,1,1,2,384,299,31,397,33,0,966,80,0,0,0,1980,80000224,85,7,0,0,0,1,185708
9,24,2,1,1,0,965,297,80,,,,966,80,0,0,0,1980,80000224,668,55,0,0,0,1,157379
9,19,2,1,1,0,949,216,79,,,,966,80,0,0,0,1980,80000224,733,61,0,0,0,1,171727
9,25,2,3,1,2,922,267,76,956,79,,934,77,1,1,0,1980,80000224,654,54,0,0,1,0,166920
9,34,2,1,1,1,768,220,63,901,75,1,966,80,0,0,0,1980,80000224,548,45,0,0,0,1,175383
9,57,2,1,1,10,585,310,48,600,49,1,966,80,0,0,0,1980,80000232,275,22,0,0,1,0,164977
9,32,2,3,1,2,795,217,66,767,63,0,950,79,1,1,0,1980,80000232,578,48,0,0,0,0,175383
9,28,2,3,1,0,874,253,72,,,,889,74,1,1,0,1980,80000232,621,51,0,0,0,1,171937
9,26,2,1,1,1,913,261,76,919,76,0,966,80,0,0,0,1980,80000232,652,54,0,0,0,1,165632
9,29,2,1,2,1,870,254,72,931,77,1,912,75,1,1,0,1980,80000232,616,51,0,0,0,1,165632
9,26,2,1,1,2,940,287,78,935,77,1,966,80,0,0,0,1980,80000232,653,54,0,1,0,1,113630
9,40,2,1,1,5,875,396,72,857,71,0,966,80,0,0,0,1980,80000232,479,39,0,0,0,0,148097
9,26,2,3,2,1,830,182,69,903,75,0,886,73,1,1,0,1980,80000240,648,53,0,0,0,0,168194
9,24,2,4,1,1,930,263,77,955,79,1,966,80,0,1,0,1980,80000240,667,55,0,0,0,1,171040
9,71,2,1,1,2,368,263,30,406,33,0,966,80,0,0,0,1980,80000240,105,8,0,0,0,1,2978
9,25,2,1,1,0,922,258,76,,,,966,80,0,0,0,1980,80000240,664,55,0,0,0,1,172556
9,28,2,1,1,3,844,224,70,857,71,0,966,80,0,0,0,1980,80000240,620,51,0,0,0,1,172556
9,24,2,1,1,0,964,295,80,,,,966,80,0,0,0,1980,80000240,669,55,0,0,1,0,173632
9,53,2,1,1,10,521,196,43,537,44,,966,80,0,0,0,1980,80000240,325,27,0,0,0,1,172212
9,32,2,1,1,0,794,220,66,,,,966,80,0,0,0,1980,80000240,574,47,0,0,0,0,180625
9,28,2,1,1,1,908,284,75,917,76,0,966,80,0,0,0,1980,80000240,624,51,0,1,0,0,136204
9,53,2,2,1,3,534,208,44,542,45,,846,70,0,0,1,1980,80000248,326,27,0,1,0,0,114784
9,55,2,1,1,0,709,406,59,,,,966,80,0,0,0,1980,80000248,303,25,0,0,0,0,169908
9,27,2,1,1,1,881,244,73,933,77,1,966,80,0,0,0,1980,80000248,637,53,0,0,0,0,161157
9,58,2,3,1,0,563,294,46,,,,847,70,1,1,0,1980,80000248,269,22,0,0,1,0,162583
9,75,2,2,1,3,305,244,25,314,26,,717,59,0,0,1,1980,80000248,61,5,0,0,0,1,155736
9,28,2,1,1,3,877,257,73,895,74,0,966,80,0,0,0,1980,80000248,620,51,0,0,0,1,173221
