a_age,a_maritl,a_sex,a_fnlwgt,fmstm1900,fmagem,yofm,fbm1900,yofb,fb_girl,fmendm1900,yofd,fmdiv,fmdivsep,fmwid,pesa1,cpsyear,iid,bdm1900,yob,black,orace,cdiv,coll,hs
38,1,2,27622,881,255,73,911,75,1,1086,90,0,0,0,3,1990,90034536,626,52,0,0,4,0,1
39,1,2,32633,843,229,70,857,71,0,947,78,1,1,0,1,1990,90034536,614,51,0,0,4,0,1
44,5,2,34276,810,256,67,814,67,1,1015,84,1,1,0,2,1990,90034536,554,46,0,1,4,0,1
62,1,2,35560,764,425,63,782,65,0,1086,90,0,0,0,2,1990,90034536,339,28,0,0,4,0,1
64,1,2,40835,552,236,45,575,47,0,1086,90,0,0,0,3,1990,90034536,316,26,0,0,4,0,1
28,1,2,32365,981,240,81,,,,997,83,1,1,0,0,1990,90034544,741,61,0,0,4,0,1
37,1,2,27462,882,243,73,909,75,0,1086,90,0,0,0,4,1990,90034544,639,53,0,0,4,0,1
32,1,2,28936,965,268,80,1044,86,0,1086,90,0,0,0,2,1990,90034544,697,58,0,0,4,1,0
43,1,2,28035,825,265,68,846,70,1,1086,90,0,0,0,3,1990,90034544,560,46,0,0,4,0,1
59,1,2,30813,618,252,51,706,58,0,1086,90,0,0,0,1,1990,90034544,366,30,0,0,4,0,0
39,1,2,27462,876,270,72,943,78,0,1086,90,0,0,0,2,1990,90034544,606,50,0,0,4,0,1
41,1,2,37473,844,261,70,869,72,0,1086,90,0,0,0,3,1990,90034544,583,48,0,0,4,0,1
43,5,2,37102,828,259,68,899,74,1,951,79,1,1,0,2,1990,90034544,569,47,0,0,4,0,1
31,1,2,30074,931,217,77,960,79,0,1086,90,0,0,0,1,1990,90034544,714,59,0,0,4,0,1
30,1,2,31474,1012,290,84,1021,85,1,1086,90,0,0,0,2,1990,90034552,722,60,0,0,4,0,1
38,1,2,27190,860,231,71,904,75,1,941,78,1,1,0,4,1990,90034552,629,52,0,0,4,1,0
37,5,2,27622,897,258,74,,,,1054,87,1,1,0,0,1990,90034552,639,53,0,0,4,0,1
33,6,2,31789,900,219,74,924,76,0,1086,90,0,1,0,4,1990,90034552,681,56,0,0,4,0,1
25,1,2,41052,1002,219,83,1030,85,1,1086,90,0,0,0,2,1990,90034552,783,65,0,0,4,0,1
26,1,2,30158,1016,251,84,1013,84,0,1041,86,1,1,0,2,1990,90034552,765,63,0,0,4,0,1
58,1,2,26880,599,210,49,608,50,0,1086,90,0,0,0,5,1990,90034552,389,32,0,0,4,0,0
41,1,2,33962,848,259,70,,,,1086,90,0,0,0,0,1990,90034560,589,49,0,0,4,0,1
35,5,2,29123,878,223,73,893,74,0,905,75,1,1,0,1,1990,90034560,655,54,0,0,4,0,1
37,5,2,32633,835,202,69,858,71,1,952,79,1,1,0,3,1990,90034560,633,52,0,0,4,0,1
25,5,2,41052,1003,221,83,1009,84,0,1073,89,1,1,0,3,1990,90034560,782,65,0,0,4,0,1
61,1,2,29389,559,214,46,562,46,0,610,50,0,0,1,10,1990,90034560,345,28,0,1,4,0,1
34,1,2,30896,877,202,73,877,73,0,910,75,1,1,0,2,1990,90034560,675,56,0,0,4,0,1
47,1,2,27053,740,230,61,793,66,1,1086,90,0,0,0,1,1990,90034560,510,42,0,0,4,0,1
36,1,2,37946,938,291,78,944,78,0,1086,90,0,0,0,2,1990,90034560,647,53,0,0,4,1,0
56,5,2,26575,609,206,50,670,55,0,789,65,1,1,0,6,1990,90034560,403,33,0,1,4,0,0
56,1,2,30813,666,252,55,675,56,0,1031,85,0,0,1,3,1990,90034568,414,34,0,0,4,0,0
37,1,2,34684,955,319,79,1000,83,0,1086,90,0,0,0,2,1990,90034568,636,52,0,0,4,1,0
62,1,2,31761,666,327,55,677,56,1,1086,90,0,0,0,5,1990,90034568,339,28,0,0,4,1,0
31,1,2,31474,946,240,78,977,81,0,1086,90,0,0,0,2,1990,90034568,706,58,0,0,4,0,1
35,1,2,38014,969,310,80,1005,83,0,1086,90,0,0,0,3,1990,90034568,659,54,0,0,4,0,1
61,1,2,35560,583,235,48,594,49,1,1086,90,0,0,0,4,1990,90034568,348,28,0,0,4,0,1
24,1,2,34490,1004,210,83,1009,84,1,1086,90,0,0,0,3,1990,90034568,794,66,0,0,4,0,1
46,1,2,32914,745,222,62,764,63,1,1086,90,0,0,0,2,1990,90034576,523,43,0,0,4,0,1
65,1,2,28875,568,269,47,585,48,1,1086,90,0,0,0,3,1990,90034576,299,24,0,0,4,0,1
52,1,2,28271,663,207,55,669,55,1,903,75,1,1,0,2,1990,90034576,456,37,0,0,4,0,1
39,1,2,27898,858,249,71,877,73,1,1086,90,0,0,0,2,1990,90034576,609,50,0,0,4,0,1
31,1,2,29225,947,241,78,971,80,0,1086,90,0,0,0,2,1990,90034576,706,58,0,0,4,0,1
41,1,2,34307,860,273,71,903,75,0,1086,90,0,0,0,4,1990,90034576,587,48,0,0,4,0,1
58,1,2,30214,656,267,54,691,57,0,1086,90,0,0,0,4,1990,90034576,389,32,0,0,4,1,0
31,1,2,28936,1035,325,86,1057,88,1,1086,90,0,0,0,2,1990,90034576,710,59,0,0,4,1,0
40,1,2,35578,838,244,69,842,70,0,881,73,1,1,0,1,1990,90034576,594,49,0,0,4,0,1
54,1,2,57108,651,220,54,663,55,0,860,71,1,1,0,3,1990,90034584,431,35,0,0,4,0,1
25,1,2,36493,1003,218,83,999,83,1,1039,86,1,1,0,2,1990,90034584,785,65,0,0,4,0,0
45,1,2,34113,787,242,65,815,67,0,792,65,1,1,0,4,1990,90034584,545,45,0,0,4,1,0
47,1,2,29626,720,200,59,732,60,0,1086,90,0,0,0,2,1990,90034584,520,43,0,0,4,0,1
47,1,2,27468,774,257,64,828,68,1,1086,90,0,0,0,4,1990,90034584,517,43,0,0,4,0,1
61,1,2,32086,609,264,50,619,51,1,1086,90,0,0,0,3,1990,90034584,345,28,0,0,4,0,1
59,1,2,29383,611,235,50,642,53,0,1086,90,0,0,0,2,1990,90034584,376,31,0,0,4,0,1
63,1,2,25914,584,261,48,611,50,1,1086,90,0,0,0,4,1990,90034592,323,26,0,0,4,0,1
45,1,2,27196,800,258,66,859,71,1,1086,90,0,0,0,2,1990,90034592,542,45,0,0,4,1,0
56,1,2,29383,645,242,53,657,54,0,1086,90,0,0,0,3,1990,90034592,403,33,0,0,4,0,1
27,1,2,28907,992,236,82,1002,83,1,1086,90,0,0,0,3,1990,90034592,756,62,0,1,4,0,1
57,1,2,29092,609,213,50,625,52,0,1086,90,0,0,0,3,1990,90034592,396,32,0,0,4,0,1
63,1,2,30213,613,284,51,670,55,0,880,73,0,0,1,5,1990,90034592,329,27,0,0,4,0,1
22,1,2,32000,1052,231,87,,,,1086,90,0,0,0,0,1990,90034592,821,68,0,0,4,1,0
41,1,2,33625,855,266,71,879,73,1,1047,87,1,1,0,2,1990,90034592,589,49,0,0,4,0,1
47,1,2,29626,755,238,62,763,63,0,1086,90,0,0,0,2,1990,90034592,517,43,0,0,4,0,1
32,1,2,30896,906,211,75,946,78,0,1025,85,0,0,1,2,1990,90034600,695,57,0,0,4,0,1
30,1,2,29225,989,268,82,1001,83,0,1086,90,0,0,0,3,1990,90034600,721,60,0,0,4,1,0
42,1,2,34307,821,239,68,884,73,1,953,79,1,1,0,2,1990,90034600,582,48,0,0,4,0,1
62,1,2,28048,609,275,50,627,52,0,1086,90,0,0,0,4,1990,90034600,334,27,0,0,4,1,0
33,1,2,30074,906,224,75,927,77,1,1086,90,0,0,0,1,1990,90034600,682,56,0,0,4,0,1
50,1,2,30186,714,229,59,744,61,1,1086,90,0,0,0,3,1990,90034600,485,40,0,0,4,0,1
45,1,2,27468,764,226,63,898,74,0,1086,90,0,0,0,3,1990,90034600,538,44,0,0,4,0,1
31,1,2,34811,969,255,80,1054,87,1,1086,90,0,0,0,1,1990,90034608,714,59,0,0,4,0,1
22,5,2,39615,1044,223,86,1027,85,0,1074,89,1,1,0,3,1990,90034608,821,68,0,0,4,0,1
30,1,2,31789,965,240,80,999,83,0,1086,90,0,0,0,2,1990,90034608,725,60,0,0,4,0,1
60,1,2,31768,604,247,50,610,50,1,1086,90,0,0,0,10,1990,90034608,357,29,0,0,4,0,1
51,1,2,29280,719,248,59,744,61,1,1086,90,0,0,0,3,1990,90034608,471,39,0,0,4,0,1
37,1,2,37570,932,298,77,981,81,1,1086,90,0,0,0,2,1990,90034608,634,52,0,0,4,1,0
52,1,2,38329,678,222,56,705,58,1,1086,90,0,0,0,2,1990,90034608,456,37,0,0,4,0,1
29,1,2,33990,945,216,78,958,79,1,964,80,1,1,0,2,1990,90034608,729,60,0,0,4,0,1
56,1,2,40376,658,256,54,808,67,1,778,64,1,1,0,1,1990,90034608,402,33,0,0,4,0,1
29,1,2,37308,1034,304,86,,,,1086,90,0,0,0,0,1990,90034616,730,60,0,0,4,0,1
47,1,2,27823,795,276,66,793,66,0,1086,90,0,0,0,3,1990,90034616,519,43,0,1,4,0,1
61,1,2,35208,583,235,48,594,49,1,1086,90,0,0,0,4,1990,90034616,348,28,0,0,4,0,1
31,5,2,31501,905,201,75,917,76,0,938,78,1,1,0,3,1990,90034616,704,58,0,0,4,0,1
47,5,2,34113,759,241,63,780,64,1,960,79,1,1,0,3,1990,90034616,518,43,0,0,4,0,1
35,1,2,38014,897,233,74,910,75,1,964,80,1,1,0,3,1990,90034616,664,55,0,0,4,0,1
51,1,2,37112,718,248,59,737,61,0,1086,90,0,0,0,3,1990,90034616,470,39,0,0,4,0,1
62,1,2,35560,576,245,47,595,49,0,1086,90,0,0,0,6,1990,90034624,331,27,0,0,4,0,1
28,5,2,29102,980,231,81,,,,1002,83,1,1,0,0,1990,90034624,749,62,0,0,4,0,1
46,1,2,27053,736,212,61,743,61,1,1086,90,0,0,0,7,1990,90034624,524,43,0,0,4,0,1
63,1,2,30213,536,215,44,607,50,0,1086,90,0,0,0,1,1990,90034624,321,26,0,0,4,0,1
29,1,2,32044,938,203,78,933,77,0,978,81,1,1,0,2,1990,90034624,735,61,0,0,4,0,1
20,3,2,32000,1076,236,89,,,,1086,90,0,0,0,0,1990,90034624,840,69,0,0,4,0,1
48,1,2,30351,805,298,67,835,69,0,1086,90,0,0,0,1,1990,90034624,507,42,0,0,4,1,0
22,1,2,29716,1063,245,88,,,,1086,90,0,0,0,0,1990,90034624,818,68,0,1,4,0,1
37,1,2,29123,875,242,72,893,74,0,1086,90,0,0,0,3,1990,90034624,633,52,0,0,4,0,1
56,1,2,30507,638,234,53,656,54,1,1086,90,0,0,0,3,1990,90034632,404,33,0,0,4,0,1
26,1,2,25765,1045,274,87,,,,1086,90,0,0,0,0,1990,90034632,771,64,0,0,4,0,1
27,6,2,21212,982,224,81,976,81,1,1086,90,0,1,0,1,1990,90034632,758,63,0,1,4,0,0
30,1,2,29777,956,239,79,1032,85,1,1086,90,0,0,0,2,1990,90034632,717,59,0,0,4,1,0
47,1,2,29626,756,245,62,794,66,1,1086,90,0,0,0,3,1990,90034632,511,42,0,0,4,0,1
38,1,2,27898,891,262,74,1041,86,0,968,80,1,1,0,2,1990,90034632,629,52,0,0,4,1,0
41,1,2,27325,858,269,71,933,77,0,1086,90,0,0,0,2,1990,90034632,589,49,0,0,4,1,0
54,1,2,30488,677,250,56,692,57,0,1086,90,0,0,0,4,1990,90034640,427,35,0,0,4,0,1
36,1,2,21019,895,251,74,895,74,1,907,75,1,1,0,4,1990,90034640,644,53,0,1,4,0,1
29,1,2,37942,944,212,78,946,78,1,980,81,0,0,1,1,1990,90034640,732,60,0,0,4,1,0
39,1,2,29123,860,254,71,936,77,0,960,79,1,1,0,1,1990,90034640,606,50,0,0,4,1,0
51,1,2,28554,716,245,59,729,60,0,1086,90,0,0,0,3,1990,90034640,471,39,0,0,4,0,1
51,1,2,30488,680,216,56,692,57,0,1086,90,0,0,0,1,1990,90034640,464,38,0,0,4,0,1
63,1,2,29293,554,229,46,574,47,1,1086,90,0,0,0,2,1990,90034640,325,27,0,0,4,0,1
57,1,2,30516,627,232,52,751,62,1,705,58,1,1,0,2,1990,90034640,395,32,0,0,4,0,1
25,1,2,34794,1066,289,88,1073,89,0,1086,90,0,0,0,1,1990,90034640,777,64,0,0,4,0,1
34,1,2,29721,921,248,76,910,75,1,961,80,1,1,0,2,1990,90034648,673,56,0,1,4,0,1
61,4,2,35924,614,266,51,603,50,1,1047,87,0,0,1,6,1990,90034648,348,28,0,1,4,0,0
25,3,2,28907,1064,285,88,,,,1086,90,0,0,0,0,1990,90034648,779,64,0,1,4,0,0
56,1,2,66987,626,218,52,635,52,1,1086,90,0,0,0,5,1990,90034648,408,33,0,1,4,0,1
54,1,2,38329,681,253,56,704,58,1,1086,90,0,0,0,3,1990,90034648,428,35,0,0,4,0,1
26,1,2,25765,979,210,81,990,82,0,1086,90,0,0,0,2,1990,90034648,769,64,0,0,4,0,1
26,1,2,31636,1025,263,85,1044,86,1,1086,90,0,0,0,2,1990,90034648,762,63,0,0,4,1,0
32,1,2,28936,996,304,82,1026,85,0,1086,90,0,0,0,2,1990,90034656,692,57,0,0,4,0,1
32,1,2,31789,918,219,76,1035,86,1,937,78,1,1,0,2,1990,90034656,699,58,0,0,4,0,1
28,1,2,28814,1008,259,83,986,82,1,1086,90,0,0,0,3,1990,90034656,749,62,0,0,4,0,1
60,1,2,32086,716,361,59,815,67,0,1086,90,0,0,0,1,1990,90034656,355,29,0,0,4,0,0
50,1,2,29573,792,317,65,798,66,1,1086,90,0,0,0,2,1990,90034656,475,39,0,0,4,0,1
34,1,2,29225,960,291,79,971,80,0,1041,86,1,1,0,2,1990,90034656,669,55,0,0,4,0,1
60,4,2,32608,577,220,48,604,50,0,1070,89,0,0,1,1,1990,90034656,357,29,0,0,4,0,1
39,1,2,38014,885,270,73,901,75,0,1086,90,0,0,0,1,1990,90034656,615,51,0,0,4,1,0
33,1,2,31205,954,272,79,988,82,1,1086,90,0,0,0,3,1990,90034656,682,56,0,0,4,1,0
63,1,2,32964,568,247,47,581,48,0,1086,90,0,0,0,10,1990,90034664,321,26,0,0,4,0,0
41,1,2,34650,954,360,79,1018,84,0,1086,90,0,0,0,2,1990,90034664,594,49,0,0,4,0,1
31,1,2,31915,928,222,77,931,77,0,1086,90,0,0,0,3,1990,90034664,706,58,0,0,4,0,1
30,2,2,31205,979,262,81,,,,1059,88,1,1,0,0,1990,90034664,717,59,0,0,4,1,0
26,1,2,28575,1026,262,85,1036,86,1,1086,90,0,0,0,3,1990,90034664,764,63,0,0,4,1,0
39,1,2,33552,846,236,70,901,75,0,1086,90,0,0,0,2,1990,90034664,610,50,0,0,4,0,1
62,1,2,58778,683,350,56,,,,848,70,1,1,0,0,1990,90034664,333,27,0,1,4,0,0
61,4,2,32934,573,222,47,603,50,0,1045,87,0,0,1,1,1990,90034672,351,29,0,0,4,0,0
44,1,2,34650,839,282,69,901,75,0,1086,90,0,0,0,2,1990,90034672,557,46,0,0,4,0,1
25,1,2,31636,1014,239,84,1085,90,1,1086,90,0,0,0,1,1990,90034672,775,64,0,0,4,0,1
49,1,2,27324,760,268,63,768,63,1,1086,90,0,0,0,4,1990,90034672,492,40,0,0,4,0,0
64,1,2,32964,578,271,48,584,48,1,1086,90,0,0,0,3,1990,90034672,307,25,0,0,4,0,1
43,1,2,34650,801,235,66,816,67,1,1086,90,0,0,0,5,1990,90034672,566,47,0,0,4,0,1
56,5,2,30507,607,200,50,614,51,0,1065,88,1,1,0,5,1990,90034672,407,33,0,0,4,0,1
36,1,2,33887,861,209,71,866,72,1,1086,90,0,0,0,4,1990,90034672,652,54,0,0,4,0,1
32,1,2,30074,966,267,80,,,,1086,90,0,0,0,0,1990,90034672,699,58,0,0,4,0,1
22,2,2,40200,1038,227,86,1044,86,1,1086,90,0,0,0,2,1990,90034680,811,67,0,0,4,0,1
24,5,2,39615,1015,228,84,1048,87,0,1064,88,1,1,0,1,1990,90034680,787,65,0,0,4,0,1
52,1,2,34645,686,230,57,,,,1086,90,0,0,0,0,1990,90034680,456,37,0,0,4,0,1
45,1,2,34113,769,228,64,779,64,1,1086,90,0,0,0,2,1990,90034680,541,45,0,0,4,0,1
59,1,2,26614,592,215,49,632,52,0,712,59,0,0,1,4,1990,90034680,377,31,0,0,4,0,0
44,1,2,34650,815,262,67,825,68,1,1086,90,0,0,0,4,1990,90034680,553,46,0,0,4,0,1
46,1,2,37405,736,212,61,756,62,0,846,70,1,1,0,4,1990,90034680,524,43,0,0,4,0,1
31,1,2,31501,1018,313,84,1032,85,0,1086,90,0,0,0,2,1990,90034688,705,58,0,0,4,0,1
22,1,2,28400,1052,235,87,1058,88,1,1086,90,0,0,0,1,1990,90034688,817,68,0,0,4,0,1
36,1,2,32633,930,283,77,950,79,1,1086,90,0,0,0,2,1990,90034688,647,53,0,0,4,1,0
44,5,2,34650,847,299,70,872,72,0,1006,83,1,1,0,3,1990,90034688,548,45,0,0,4,1,0
36,5,2,32310,884,230,73,895,74,0,928,77,1,1,0,1,1990,90034688,654,54,0,0,4,0,1
50,1,2,29280,741,255,61,758,63,0,1086,90,0,0,0,2,1990,90034688,486,40,0,0,4,1,0
39,1,2,28907,858,243,71,865,72,1,882,73,1,1,0,2,1990,90034688,615,51,0,1,4,0,1
32,5,2,31816,940,249,78,1001,83,0,1079,89,1,1,0,2,1990,90034688,691,57,0,0,4,0,1
34,1,2,34865,910,238,75,916,76,0,1086,90,0,0,0,4,1990,90034688,672,55,0,0,4,0,1
21,1,2,32790,1065,241,88,,,,1086,90,0,0,0,0,1990,90034696,824,68,0,0,4,0,1
53,1,2,38329,645,202,53,650,54,0,1086,90,0,0,0,4,1990,90034696,443,36,0,0,4,0,0
34,1,2,31789,905,228,75,919,76,0,1086,90,0,0,0,3,1990,90034696,677,56,0,0,4,0,1
61,1,2,35560,618,275,51,629,52,0,1086,90,0,0,0,2,1990,90034696,343,28,0,0,4,0,0
56,1,2,36330,623,219,51,641,53,0,1086,90,0,0,0,9,1990,90034696,404,33,0,0,4,0,1
33,1,2,35159,944,261,78,929,77,0,1051,87,1,1,0,2,1990,90034696,683,56,0,0,4,0,1
44,1,2,34307,773,222,64,786,65,0,1086,90,0,0,0,3,1990,90034696,551,45,0,0,4,0,0
64,1,2,32736,562,246,46,637,53,0,1086,90,0,0,0,2,1990,90034704,316,26,0,0,4,0,1
50,1,2,30488,745,262,62,766,63,0,908,75,1,1,0,3,1990,90034704,483,40,0,0,4,0,1
35,1,2,33887,905,249,75,913,76,1,953,79,1,1,0,5,1990,90034704,656,54,0,0,4,0,1
48,1,2,37779,885,382,73,772,64,0,899,74,1,1,0,5,1990,90034704,503,41,0,0,4,0,1
59,1,2,30813,643,274,53,658,54,1,1086,90,0,0,0,6,1990,90034704,369,30,0,0,4,0,1
41,1,2,34650,947,360,78,1011,84,1,1086,90,0,0,0,2,1990,90034704,587,48,0,0,4,0,1
36,1,2,28907,1045,401,87,940,78,1,1086,90,0,0,0,4,1990,90034704,644,53,0,1,4,1,0
48,1,2,27324,747,247,62,756,62,0,803,66,0,0,1,5,1990,90034704,500,41,0,0,4,0,1
28,1,2,37942,1016,274,84,1035,86,1,1086,90,0,0,0,2,1990,90034704,742,61,0,0,4,0,1
51,1,2,32109,695,227,57,701,58,1,1086,90,0,0,0,3,1990,90034712,468,38,0,0,4,0,1
40,1,2,37102,841,244,70,851,70,0,1086,90,0,0,0,2,1990,90034712,597,49,0,0,4,1,0
46,1,2,37779,793,264,66,,,,1086,90,0,0,0,0,1990,90034712,529,44,0,0,4,0,1
35,1,2,27190,882,222,73,1054,87,1,976,81,1,1,0,1,1990,90034712,660,54,0,0,4,0,1
20,1,2,31084,1045,207,87,1045,87,0,1086,90,0,0,0,1,1990,90034712,838,69,0,1,4,0,0
40,1,2,37473,794,198,66,803,66,0,840,69,1,1,0,2,1990,90034712,596,49,0,0,4,0,1
31,1,2,31789,979,273,81,984,81,1,1086,90,0,0,0,3,1990,90034712,706,58,0,0,4,0,1
40,1,2,33526,1026,422,85,1040,86,1,1086,90,0,0,0,2,1990,90034720,604,50,0,0,4,1,0
32,1,2,30074,1027,333,85,1049,87,1,1086,90,0,0,0,2,1990,90034720,694,57,0,0,4,0,1
38,1,2,27622,849,227,70,856,71,1,1086,90,0,0,0,3,1990,90034720,622,51,0,0,4,0,1
64,1,2,29914,587,280,48,596,49,1,1086,90,0,0,0,3,1990,90034720,307,25,0,0,4,0,1
58,1,2,30516,611,228,50,630,52,0,1086,90,0,0,0,3,1990,90034720,383,31,0,0,4,0,1
26,1,2,31953,1014,242,84,1050,87,0,1086,90,0,0,0,1,1990,90034720,772,64,0,0,4,0,1
44,1,2,35578,787,231,65,793,66,0,1086,90,0,0,0,3,1990,90034720,556,46,0,0,4,0,1
34,1,2,31501,918,241,76,993,82,0,1086,90,0,0,0,2,1990,90034720,677,56,0,0,4,0,1
55,1,2,40780,702,280,58,722,60,0,1086,90,0,0,0,4,1990,90034720,422,35,0,0,4,0,0
52,1,2,29280,692,237,57,707,58,1,1086,90,0,0,0,3,1990,90034728,455,37,0,0,4,0,1
59,1,2,26880,581,211,48,589,49,1,1086,90,0,0,0,3,1990,90034728,370,30,0,0,4,0,1
59,1,2,35902,598,223,49,613,51,1,1086,90,0,0,0,3,1990,90034728,375,31,0,0,4,0,1
29,5,2,37681,962,233,80,,,,1000,83,1,1,0,0,1990,90034728,729,60,0,0,4,0,1
28,5,2,33990,987,246,82,993,82,0,1045,87,1,1,0,4,1990,90034728,741,61,0,0,4,0,1
44,4,2,34619,779,229,64,765,63,1,820,68,1,1,0,1,1990,90034728,550,45,0,1,4,0,0
40,1,2,27757,840,241,69,857,71,0,1086,90,0,0,0,2,1990,90034728,599,49,0,0,4,0,1
35,5,2,27190,901,236,75,919,76,0,1031,85,1,1,0,2,1990,90034736,665,55,0,0,4,0,1
62,1,2,34639,579,237,48,594,49,0,1086,90,0,0,0,2,1990,90034736,342,28,0,0,4,0,0
24,1,2,34835,1077,284,89,,,,1086,90,0,0,0,0,1990,90034736,793,66,0,0,4,0,1
32,1,2,29716,1026,334,85,1041,86,1,1086,90,0,0,0,2,1990,90034736,692,57,0,1,4,0,1
41,1,2,33245,894,305,74,,,,1086,90,0,0,0,0,1990,90034736,589,49,0,0,4,1,0
35,1,2,34276,1042,379,86,893,74,1,1086,90,0,0,0,4,1990,90034736,663,55,0,1,4,0,0
40,1,2,33625,849,251,70,863,71,1,1086,90,0,0,0,2,1990,90034736,598,49,0,0,4,1,0
40,5,2,33194,813,217,67,820,68,1,962,80,1,1,0,3,1990,90034736,596,49,0,0,4,1,0
53,1,2,34302,667,219,55,676,56,0,1086,90,0,0,0,4,1990,90034736,448,37,0,0,4,0,1
64,1,2,34493,660,351,54,671,55,0,1086,90,0,0,0,2,1990,90034744,309,25,0,0,4,0,0
58,1,2,36330,643,256,53,654,54,0,1086,90,0,0,0,3,1990,90034744,387,32,0,0,4,0,1
39,1,2,34684,837,222,69,849,70,1,1086,90,0,0,0,3,1990,90034744,615,51,0,0,4,0,1
26,1,2,36858,1010,242,84,1019,84,1,1086,90,0,0,0,2,1990,90034744,768,63,0,0,4,0,1
58,1,2,35970,640,253,53,673,56,1,1086,90,0,0,0,3,1990,90034744,387,32,0,0,4,1,0
55,1,2,35970,656,235,54,666,55,1,842,70,1,1,0,2,1990,90034744,421,35,0,0,4,1,0
57,1,2,35902,622,220,51,637,53,1,1086,90,0,0,0,3,1990,90034744,402,33,0,0,4,0,1
18,1,2,30052,1072,207,89,,,,1086,90,0,0,0,0,1990,90034752,865,72,0,0,4,0,0
59,1,2,30813,591,225,49,745,62,0,1086,90,0,0,0,3,1990,90034752,366,30,0,0,4,0,1
28,1,2,37942,1037,299,86,1047,87,0,1086,90,0,0,0,3,1990,90034752,738,61,0,0,4,0,1
49,5,2,30654,710,214,59,733,61,1,1060,88,1,1,0,2,1990,90034752,496,41,0,0,4,0,1
53,1,2,38329,680,240,56,701,58,1,1086,90,0,0,0,2,1990,90034752,440,36,0,0,4,1,0
37,1,2,32310,867,232,72,879,73,1,1086,90,0,0,0,2,1990,90034752,635,52,0,0,4,0,1
24,1,2,39615,1059,271,88,1065,88,0,1086,90,0,0,0,1,1990,90034752,788,65,0,0,4,1,0
56,1,2,29092,714,300,59,713,59,0,1086,90,0,0,0,2,1990,90034752,414,34,0,0,4,0,0
34,1,2,35159,902,230,75,899,74,0,1086,90,0,0,0,2,1990,90034752,672,55,0,0,4,0,1
65,3,2,23981,537,241,44,547,45,1,1086,90,0,0,0,2,1990,90034760,296,24,0,0,4,0,0
62,1,2,31447,624,292,51,,,,1086,90,0,0,0,0,1990,90034760,332,27,0,0,4,0,1
24,1,2,29294,1014,224,84,1006,83,0,1041,86,1,1,0,3,1990,90034760,790,65,0,0,4,0,1
55,1,2,36330,646,231,53,655,54,1,1086,90,0,0,0,4,1990,90034760,415,34,0,0,4,0,1
39,1,2,27898,891,282,74,894,74,0,1086,90,0,0,0,5,1990,90034760,609,50,0,0,4,1,0
31,5,2,31816,948,243,78,954,79,0,1079,89,1,1,0,2,1990,90034760,705,58,0,0,4,0,1
43,1,2,27757,773,212,64,829,69,1,1086,90,0,0,0,2,1990,90034760,561,46,0,0,4,0,1
27,2,2,26787,1013,255,84,1017,84,0,1086,90,0,0,0,2,1990,90034768,758,63,1,0,4,0,1
36,1,2,37570,855,210,71,953,79,1,1086,90,0,0,0,2,1990,90034768,645,53,0,0,4,0,1
61,4,2,36338,558,207,46,558,46,1,1084,90,0,0,1,8,1990,90034768,351,29,0,0,4,0,0
32,1,2,34520,969,267,80,965,80,0,1086,90,0,0,0,3,1990,90034768,702,58,0,0,4,0,1
38,5,2,33415,864,238,71,853,71,1,982,81,1,1,0,6,1990,90034768,626,52,0,1,4,0,0
62,1,2,32608,573,236,47,588,48,1,1086,90,0,0,0,5,1990,90034768,337,28,0,0,4,0,1
64,1,2,29914,602,288,50,659,54,1,875,72,0,0,1,5,1990,90034768,314,26,0,0,4,0,1
53,1,2,34645,690,249,57,701,58,0,1086,90,0,0,0,4,1990,90034768,441,36,0,0,4,0,1
52,1,2,29573,703,243,58,715,59,1,1086,90,0,0,0,4,1990,90034768,460,38,0,0,4,0,1
65,1,2,23981,552,254,45,561,46,1,1086,90,0,0,0,7,1990,90034776,298,24,0,0,4,0,1
47,1,2,34454,746,231,62,769,64,0,1086,90,0,0,0,2,1990,90034776,515,42,0,0,4,0,1
33,1,2,34865,920,238,76,955,79,1,1086,90,0,0,0,2,1990,90034776,682,56,0,0,4,0,1
58,1,2,29092,600,221,49,607,50,0,1086,90,0,0,0,2,1990,90034776,379,31,0,0,4,0,1
36,1,2,33415,958,311,79,968,80,1,1086,90,0,0,0,2,1990,90034776,647,53,0,1,4,1,0
25,1,2,35347,1054,277,87,1015,84,0,1086,90,0,0,0,2,1990,90034776,777,64,0,0,4,0,1
25,1,2,34997,1016,230,84,1062,88,0,1086,90,0,0,0,2,1990,90034776,786,65,0,0,4,0,1
56,1,2,30813,764,360,63,,,,1086,90,0,0,0,0,1990,90034784,404,33,0,0,4,1,0
63,1,2,28349,544,223,45,554,46,1,1086,90,0,0,0,4,1990,90034784,321,26,0,0,4,0,0
47,1,2,37779,743,222,61,740,61,1,822,68,1,1,0,6,1990,90034784,521,43,0,0,4,0,1
27,1,2,29102,1019,257,84,950,79,0,1086,90,0,0,0,2,1990,90034784,762,63,0,0,4,0,1
47,5,2,27324,765,253,63,782,65,0,1072,89,1,1,0,3,1990,90034784,512,42,0,0,4,0,1
51,4,2,37949,708,237,58,715,59,1,894,74,0,0,1,4,1990,90034784,471,39,0,0,4,0,1
51,1,2,39668,644,179,53,763,63,1,733,61,1,1,0,5,1990,90034784,465,38,0,1,4,0,0
