a_age,a_maritl,a_sex,a_fnlwgt,fmstm1900,fmagem,yofm,fbm1900,yofb,fb_girl,fmendm1900,yofd,fmdiv,fmdivsep,fmwid,pesa1,cpsyear,iid,bdm1900,yob,black,orace,cdiv,coll,hs
31,1,2,288473,1061,349,88,,,,1086,90,0,0,0,0,1990,90000000,712,59,0,0,9,0,1
38,1,2,279145,840,221,69,852,70,0,904,75,1,1,0,5,1990,90000000,619,51,0,0,9,0,1
28,1,2,276684,968,220,80,985,82,1,1000,83,1,1,0,3,1990,90000000,748,62,0,0,9,0,1
51,1,2,294135,666,197,55,685,57,1,1086,90,0,0,0,5,1990,90000000,469,39,0,0,9,0,1
50,1,2,249173,709,225,59,,,,1086,90,0,0,0,0,1990,90000008,484,40,0,0,9,0,1
39,1,2,301696,871,253,72,874,72,0,915,76,1,1,0,1,1990,90000008,618,51,0,0,9,1,0
46,1,2,308938,863,340,71,896,74,0,1086,90,0,0,0,4,1990,90000008,523,43,0,1,9,1,0
30,1,2,264190,957,233,79,997,83,1,1086,90,0,0,0,3,1990,90000008,724,60,0,0,9,0,1
44,1,2,277084,781,228,65,815,67,1,1086,90,0,0,0,3,1990,90000008,553,46,0,0,9,0,1
52,1,2,295649,735,284,61,742,61,1,1086,90,0,0,0,2,1990,90000008,451,37,0,0,9,0,1
36,6,2,291193,962,309,80,967,80,1,1086,90,0,1,0,2,1990,90000008,653,54,0,0,9,0,1
31,1,2,222147,939,228,78,946,78,1,1086,90,0,0,0,2,1990,90000016,711,59,0,0,9,0,0
36,1,2,251394,876,227,72,904,75,1,1086,90,0,0,0,5,1990,90000016,649,54,0,0,9,0,1
39,3,2,263768,861,254,71,919,76,1,985,82,1,1,0,3,1990,90000016,607,50,0,0,9,0,1
61,5,2,301358,605,262,50,612,50,0,1055,87,1,1,0,2,1990,90000016,343,28,0,0,9,0,1
44,1,2,276149,785,229,65,791,65,0,1086,90,0,0,0,2,1990,90000016,556,46,0,0,9,0,1
39,1,2,263768,836,223,69,851,70,0,896,74,1,1,0,2,1990,90000016,613,51,0,0,9,0,1
57,1,2,252305,679,282,56,696,57,1,1086,90,0,0,0,3,1990,90000016,397,33,0,0,9,0,1
41,5,2,238579,831,241,69,915,76,0,874,72,1,1,0,2,1990,90000016,590,49,0,0,9,0,1
33,2,2,288473,1030,349,85,,,,1086,90,0,0,0,0,1990,90000016,681,56,0,0,9,0,1
58,1,2,271628,630,248,52,832,69,1,1086,90,0,0,0,1,1990,90000024,382,31,0,0,9,1,0
28,1,2,290376,945,202,78,963,80,0,1086,90,0,0,0,4,1990,90000024,743,61,0,0,9,0,1
38,1,2,279478,863,240,71,886,73,1,1086,90,0,0,0,2,1990,90000024,623,51,0,0,9,0,1
52,1,2,293813,644,193,53,655,54,1,916,76,1,1,0,4,1990,90000024,451,37,0,0,9,0,1
32,2,2,210309,969,274,80,979,81,1,1086,90,0,0,0,2,1990,90000024,695,57,0,1,9,0,1
65,1,2,347190,527,232,43,545,45,0,1086,90,0,0,0,3,1990,90000024,295,24,0,0,9,0,1
31,2,2,343254,981,274,81,1030,85,1,1086,90,0,0,0,3,1990,90000024,707,58,0,0,9,0,1
36,1,2,269810,936,292,77,966,80,0,1086,90,0,0,0,3,1990,90000032,644,53,0,0,9,1,0
61,1,2,261884,614,262,51,633,52,0,1086,90,0,0,0,8,1990,90000032,352,29,0,0,9,1,0
54,4,2,282277,766,329,63,772,64,0,891,74,0,0,1,4,1990,90000032,437,36,0,1,9,0,0
64,1,2,287066,540,233,44,,,,1086,90,0,0,0,0,1990,90000032,307,25,0,0,9,0,0
40,6,2,267205,821,217,68,832,69,1,871,72,1,1,0,2,1990,90000032,604,50,0,1,9,0,1
22,1,2,294851,1080,260,89,,,,1086,90,0,0,0,0,1990,90000032,820,68,0,0,9,0,1
32,1,2,300919,975,281,81,1080,89,1,1086,90,0,0,0,1,1990,90000032,694,57,0,0,9,1,0
25,2,2,235625,1023,243,85,1028,85,0,1086,90,0,0,0,2,1990,90000032,780,64,0,0,9,0,1
58,1,2,308306,645,255,53,669,55,0,845,70,0,0,1,3,1990,90000032,390,32,0,0,9,0,1
18,1,2,282225,1081,223,90,1085,90,1,1086,90,0,0,0,1,1990,90000040,858,71,0,0,9,0,1
33,1,2,269806,918,237,76,945,78,0,1086,90,0,0,0,2,1990,90000040,681,56,0,0,9,0,1
56,4,2,271628,625,220,52,635,52,1,702,58,1,1,0,7,1990,90000040,405,33,0,0,9,0,1
45,5,2,292458,775,229,64,797,66,1,837,69,1,1,0,2,1990,90000040,546,45,0,0,9,0,1
57,1,2,279177,622,229,51,657,54,1,1086,90,0,0,0,2,1990,90000040,393,32,0,0,9,0,1
22,1,2,295747,1059,243,88,1064,88,1,1086,90,0,0,0,1,1990,90000040,816,67,0,0,9,0,1
28,1,2,275406,1000,250,83,1034,86,0,1086,90,0,0,0,2,1990,90000040,750,62,0,0,9,0,1
54,4,2,330725,753,318,62,762,63,1,1051,87,0,0,1,5,1990,90000048,435,36,0,0,9,0,0
28,1,2,299284,1042,296,86,1057,88,1,1086,90,0,0,0,1,1990,90000048,746,62,0,0,9,1,0
52,1,2,291920,704,244,58,796,66,1,1086,90,0,0,0,4,1990,90000048,460,38,0,0,9,0,1
59,1,2,319634,650,275,54,685,57,0,1086,90,0,0,0,3,1990,90000048,375,31,0,0,9,0,1
51,1,2,285035,704,233,58,,,,1086,90,0,0,0,0,1990,90000048,471,39,0,0,9,0,1
31,1,2,262831,1020,312,84,967,80,1,1086,90,0,0,0,3,1990,90000048,708,58,0,0,9,0,1
60,1,2,265817,574,215,47,582,48,0,1086,90,0,0,0,4,1990,90000048,359,29,0,0,9,0,1
23,2,2,272777,1078,276,89,,,,1086,90,0,0,0,0,1990,90000048,802,66,0,0,9,1,0
54,1,2,294135,665,234,55,681,56,0,1086,90,0,0,0,4,1990,90000048,431,35,0,0,9,0,1
33,1,2,269806,959,271,79,919,76,0,1086,90,0,0,0,3,1990,90000056,688,57,0,0,9,0,1
31,5,2,222147,975,267,81,943,78,0,993,82,1,1,0,2,1990,90000056,708,58,0,0,9,0,0
60,1,2,326629,533,168,44,637,53,1,533,44,1,1,0,3,1990,90000056,365,30,0,0,9,0,1
37,1,2,286903,908,269,75,965,80,0,1086,90,0,0,0,2,1990,90000056,639,53,0,0,9,0,1
37,2,2,308268,913,274,76,923,76,1,1086,90,0,0,0,3,1990,90000056,639,53,0,1,9,0,1
42,1,2,283824,807,232,67,828,68,0,839,69,1,1,0,2,1990,90000056,575,47,0,0,9,0,1
47,1,2,240664,721,202,60,747,62,1,1086,90,0,0,0,5,1990,90000056,519,43,0,0,9,0,0
27,2,2,272932,1028,268,85,,,,1086,90,0,0,0,0,1990,90000064,760,63,0,0,9,1,0
59,4,2,252305,665,291,55,676,56,0,721,60,1,1,0,2,1990,90000064,374,31,0,0,9,0,1
31,1,2,262831,1016,305,84,,,,1086,90,0,0,0,0,1990,90000064,711,59,0,0,9,1,0
52,6,2,291920,724,272,60,755,62,1,946,78,1,1,0,4,1990,90000064,452,37,0,0,9,0,1
63,4,2,234388,529,200,44,550,45,0,634,52,1,1,0,2,1990,90000064,329,27,0,0,9,0,0
21,5,2,272777,1075,241,89,,,,1083,90,1,1,0,0,1990,90000064,834,69,0,0,9,0,0
51,1,2,274256,688,219,57,703,58,1,1086,90,0,0,0,2,1990,90000064,469,39,0,0,9,0,1
39,4,2,229858,836,218,69,,,,1052,87,0,0,1,0,1990,90000064,618,51,0,0,9,0,0
16,1,2,242294,1074,182,89,1071,89,1,1086,90,0,0,0,2,1990,90000064,892,74,0,0,9,0,1
36,1,2,291193,942,295,78,1006,83,0,1086,90,0,0,0,2,1990,90000072,647,53,0,0,9,0,1
41,1,2,287564,850,262,70,1011,84,0,934,77,1,1,0,1,1990,90000072,588,48,0,0,9,0,1
37,1,2,291193,926,295,77,990,82,1,1086,90,0,0,0,2,1990,90000072,631,52,0,0,9,0,1
40,1,2,269592,765,170,63,825,68,1,770,64,1,1,0,2,1990,90000072,595,49,0,0,9,0,1
50,1,2,273386,712,235,59,757,63,1,1086,90,0,0,0,2,1990,90000072,477,39,0,0,9,0,1
44,1,2,276755,741,192,61,776,64,1,1086,90,0,0,0,5,1990,90000072,549,45,0,0,9,0,0
41,1,2,238579,844,261,70,883,73,1,1086,90,0,0,0,1,1990,90000072,583,48,0,0,9,0,1
46,6,2,274855,758,227,63,776,64,1,902,75,1,1,0,2,1990,90000080,531,44,0,0,9,0,1
63,4,2,257498,554,224,46,576,47,0,968,80,0,0,1,2,1990,90000080,330,27,0,0,9,0,0
65,1,2,282985,549,246,45,536,44,0,1086,90,0,0,0,4,1990,90000080,303,25,0,0,9,0,1
39,2,2,288046,876,262,72,916,76,1,1086,90,0,0,0,3,1990,90000080,614,51,0,0,9,1,0
57,1,2,245482,682,291,56,699,58,1,728,60,1,1,0,3,1990,90000080,391,32,0,0,9,0,0
44,1,2,269592,794,237,66,809,67,1,1086,90,0,0,0,4,1990,90000080,557,46,0,0,9,1,0
37,1,2,291193,906,266,75,965,80,1,1086,90,0,0,0,2,1990,90000080,640,53,0,0,9,1,0
52,1,2,280984,725,273,60,,,,755,62,1,1,0,0,1990,90000080,452,37,0,0,9,0,1
38,1,2,301696,1033,404,86,,,,1086,90,0,0,0,0,1990,90000080,629,52,0,0,9,0,1
47,1,2,274855,824,310,68,,,,983,81,1,1,0,0,1990,90000088,514,42,0,0,9,0,1
33,1,2,288504,896,218,74,946,78,1,911,75,1,1,0,2,1990,90000088,678,56,0,0,9,0,1
55,1,2,252305,789,368,65,850,70,1,1086,90,0,0,0,2,1990,90000088,421,35,0,0,9,1,0
30,4,2,366192,1032,315,85,920,76,0,1061,88,0,0,1,2,1990,90000088,717,59,0,0,9,0,0
24,1,2,351994,1023,231,85,986,82,0,1086,90,0,0,0,4,1990,90000088,792,65,0,0,9,0,0
39,1,2,271099,855,248,71,881,73,0,1086,90,0,0,0,3,1990,90000088,607,50,0,0,9,0,1
62,1,2,283002,585,244,48,593,49,0,1086,90,0,0,0,2,1990,90000088,341,28,0,0,9,1,0
58,1,2,248876,637,252,53,650,54,0,1086,90,0,0,0,4,1990,90000096,385,32,0,0,9,1,0
34,1,2,294956,913,238,76,941,78,1,1003,83,1,1,0,2,1990,90000096,675,56,0,0,9,0,1
19,1,2,327895,1073,223,89,,,,1086,90,0,0,0,0,1990,90000096,850,70,0,0,9,0,1
23,1,2,307091,1053,243,87,,,,1086,90,0,0,0,0,1990,90000096,810,67,0,0,9,0,1
58,5,2,242147,589,206,49,603,50,1,637,53,1,1,0,6,1990,90000096,383,31,0,0,9,0,1
48,3,2,292458,704,202,58,704,58,1,763,63,1,1,0,2,1990,90000096,502,41,0,0,9,0,1
38,1,2,283319,818,197,68,854,71,0,903,75,1,1,0,2,1990,90000096,621,51,0,0,9,0,0
29,2,2,275406,1022,286,85,1037,86,0,1086,90,0,0,0,2,1990,90000096,736,61,0,0,9,0,1
49,1,2,265901,763,266,63,776,64,0,860,71,1,1,0,7,1990,90000096,497,41,0,1,9,0,1
34,1,2,255724,897,230,74,905,75,0,1086,90,0,0,0,3,1990,90000104,667,55,0,0,9,0,1
31,2,2,288473,1009,302,84,,,,1086,90,0,0,0,0,1990,90000104,707,58,0,0,9,0,1
47,1,2,247022,706,192,58,715,59,0,1086,90,0,0,0,2,1990,90000104,514,42,0,0,9,0,1
51,1,2,274256,683,220,56,690,57,1,1086,90,0,0,0,4,1990,90000104,463,38,0,0,9,0,0
41,1,2,269272,834,245,69,1017,84,1,1086,90,0,0,0,1,1990,90000104,589,49,0,0,9,0,1
32,2,2,264190,942,244,78,991,82,0,1086,90,0,0,0,2,1990,90000104,698,58,0,0,9,0,1
41,5,2,238579,759,169,63,946,78,0,1041,86,1,1,0,2,1990,90000104,590,49,0,0,9,0,0
34,5,2,177544,902,230,75,929,77,0,980,81,1,1,0,3,1990,90000112,672,55,0,1,9,0,0
25,1,2,171333,1069,290,89,,,,1086,90,0,0,0,0,1990,90000112,779,64,0,1,9,0,1
42,1,2,201292,819,248,68,866,72,0,1086,90,0,0,0,3,1990,90000112,571,47,0,0,9,0,1
29,5,2,176573,969,240,80,948,78,0,1030,85,1,1,0,4,1990,90000112,729,60,0,0,9,1,0
48,1,2,150953,741,243,61,751,62,0,1086,90,0,0,0,3,1990,90000112,498,41,0,0,9,0,1
62,1,2,173991,596,258,49,604,50,1,682,56,1,1,0,2,1990,90000112,338,28,0,0,9,0,0
30,1,2,184951,1084,365,90,952,79,0,1086,90,0,0,0,2,1990,90000112,719,59,0,0,9,0,0
33,1,2,171492,944,266,78,949,79,0,1086,90,0,0,0,4,1990,90000112,678,56,0,0,9,0,0
33,6,2,177544,995,307,82,993,82,0,1086,90,0,1,0,1,1990,90000112,688,57,0,1,9,1,0
44,1,2,193410,942,385,78,804,66,0,1086,90,0,0,0,3,1990,90000120,557,46,0,0,9,0,0
40,1,2,186644,826,227,68,831,69,1,1086,90,0,0,0,2,1990,90000120,599,49,0,0,9,0,1
65,1,2,186932,537,236,44,532,44,1,1086,90,0,0,0,10,1990,90000120,301,25,0,0,9,0,0
47,1,2,175287,722,207,60,727,60,1,895,74,1,1,0,4,1990,90000120,515,42,0,0,9,0,1
35,1,2,178971,928,265,77,1006,83,1,1086,90,0,0,0,2,1990,90000120,663,55,0,0,9,1,0
31,1,2,192931,1002,291,83,1081,90,0,1086,90,0,0,0,1,1990,90000120,711,59,0,0,9,1,0
37,1,2,185459,846,207,70,855,71,1,1086,90,0,0,0,3,1990,90000120,639,53,0,0,9,0,0
48,5,2,207195,743,234,61,685,57,0,1030,85,1,1,0,4,1990,90000128,509,42,0,0,9,0,0
47,5,2,175287,726,206,60,733,61,1,851,70,1,1,0,2,1990,90000128,520,43,0,0,9,0,1
29,1,2,186694,978,245,81,974,81,1,997,83,1,1,0,1,1990,90000128,733,61,0,0,9,0,1
56,1,2,197666,597,193,49,603,50,1,1086,90,0,0,0,4,1990,90000128,404,33,0,0,9,0,1
33,4,2,211590,879,199,73,882,73,0,1025,85,0,0,1,3,1990,90000128,680,56,1,0,9,0,1
30,1,2,228051,982,264,81,988,82,1,1086,90,0,0,0,2,1990,90000128,718,59,0,0,9,0,0
34,5,2,228431,1059,387,88,,,,1062,88,1,1,0,0,1990,90000128,672,55,0,0,9,0,0
16,1,2,221262,1064,176,88,1073,89,1,1086,90,0,0,0,1,1990,90000128,888,73,0,0,9,0,0
62,1,2,187987,628,290,52,,,,703,58,1,1,0,0,1990,90000128,338,28,0,0,9,0,1
35,1,2,193428,1063,398,88,,,,1086,90,0,0,0,0,1990,90000136,665,55,0,0,9,0,1
43,4,2,237586,807,241,67,941,78,1,971,80,0,0,1,2,1990,90000136,566,47,0,0,9,0,0
28,6,2,191436,1030,286,85,1060,88,1,1086,90,0,1,0,1,1990,90000136,744,61,0,0,9,1,0
32,1,2,183994,932,237,77,1012,84,0,959,79,1,1,0,4,1990,90000136,695,57,0,0,9,0,1
38,1,2,248849,1020,393,84,941,78,1,1086,90,0,0,0,3,1990,90000136,627,52,0,0,9,0,0
45,6,2,225108,763,218,63,773,64,1,960,79,0,0,1,10,1990,90000136,545,45,0,0,9,0,0
40,1,2,246199,958,355,79,995,82,1,1086,90,0,0,0,3,1990,90000136,603,50,0,0,9,0,0
40,5,2,237586,966,363,80,978,81,1,1050,87,1,1,0,1,1990,90000144,603,50,0,0,9,0,0
37,1,2,158846,1052,412,87,,,,1086,90,0,0,0,0,1990,90000144,640,53,0,1,9,1,0
41,1,2,178709,787,195,65,797,66,0,1086,90,0,0,0,4,1990,90000144,592,49,0,0,9,1,0
39,1,2,147371,942,331,78,977,81,0,1086,90,0,0,0,2,1990,90000144,611,50,0,0,9,1,0
35,1,2,153289,1026,372,85,926,77,1,1086,90,0,0,0,2,1990,90000144,654,54,0,1,9,1,0
64,1,2,187517,526,220,43,654,54,1,1086,90,0,0,0,1,1990,90000144,306,25,0,1,9,0,0
24,1,2,184318,1038,244,86,1040,86,1,1086,90,0,0,0,2,1990,90000144,794,66,0,0,9,0,1
55,5,2,180464,681,258,56,,,,704,58,1,1,0,0,1990,90000144,423,35,0,0,9,0,1
43,1,2,209279,763,196,63,781,65,1,1086,90,0,0,0,6,1990,90000144,567,47,0,0,9,0,0
43,5,2,183468,886,325,73,,,,966,80,1,1,0,0,1990,90000152,561,46,0,0,9,0,1
31,1,2,228051,931,222,77,935,77,1,1086,90,0,0,0,2,1990,90000152,709,59,0,0,9,0,0
36,6,2,185459,990,342,82,,,,1086,90,0,1,0,0,1990,90000152,648,53,0,0,9,1,0
25,1,2,219525,1056,279,87,1086,90,1,1086,90,0,0,0,1,1990,90000152,777,64,0,0,9,0,1
60,4,2,275934,580,215,48,605,50,0,661,55,0,0,1,3,1990,90000152,365,30,1,0,9,0,1
39,1,2,152713,912,295,75,906,75,0,1086,90,0,0,0,2,1990,90000152,617,51,0,0,9,0,0
47,1,2,130357,756,236,62,801,66,0,1086,90,0,0,0,3,1990,90000152,520,43,0,1,9,1,0
45,5,2,173453,764,220,63,773,64,1,790,65,1,1,0,5,1990,90000160,544,45,0,0,9,1,0
45,1,2,173453,753,216,62,762,63,1,871,72,1,1,0,2,1990,90000160,537,44,0,0,9,0,1
53,1,2,188702,695,256,57,703,58,1,827,68,1,1,0,3,1990,90000160,439,36,0,0,9,0,1
38,1,2,180500,945,323,78,951,79,0,1018,84,1,1,0,1,1990,90000160,622,51,0,0,9,0,1
37,5,2,188405,922,282,76,883,73,1,1038,86,1,1,0,1,1990,90000160,640,53,1,0,9,0,1
42,1,2,178709,819,238,68,,,,1086,90,0,0,0,0,1990,90000160,581,48,0,0,9,0,1
27,1,2,178680,1022,269,85,1032,85,0,1086,90,0,0,0,1,1990,90000160,753,62,0,0,9,0,0
25,1,2,185781,1021,242,85,1031,85,0,1086,90,0,0,0,2,1990,90000160,779,64,0,0,9,0,0
44,5,2,162151,944,396,78,,,,964,80,1,1,0,0,1990,90000160,548,45,0,0,9,1,0
37,1,2,158846,1005,371,83,1041,86,0,1086,90,0,0,0,3,1990,90000168,634,52,0,1,9,0,1
64,4,2,194314,614,306,51,634,52,1,1030,85,0,0,1,1,1990,90000168,308,25,0,1,9,0,1
34,1,2,148763,965,293,80,977,81,0,1086,90,0,0,0,3,1990,90000168,672,55,0,0,9,0,0
63,1,2,194314,572,250,47,583,48,0,1086,90,0,0,0,3,1990,90000168,322,26,0,1,9,0,1
32,1,2,158846,901,207,75,,,,974,81,1,1,0,0,1990,90000168,694,57,0,1,9,1,0
27,1,2,180379,1083,321,90,,,,1086,90,0,0,0,0,1990,90000168,762,63,0,0,9,1,0
35,5,2,150289,947,289,78,,,,1026,85,1,1,0,0,1990,90000168,658,54,0,1,9,1,0
27,1,2,180379,1019,266,84,1056,87,0,1086,90,0,0,0,1,1990,90000176,753,62,0,0,9,0,1
62,1,2,201210,604,267,50,754,62,1,1086,90,0,0,0,2,1990,90000176,337,28,0,0,9,0,0
22,1,2,174501,1085,263,90,,,,1086,90,0,0,0,0,1990,90000176,822,68,0,0,9,0,1
42,1,2,185886,849,268,70,,,,891,74,1,1,0,0,1990,90000176,581,48,0,0,9,1,0
50,1,2,222645,737,258,61,791,65,0,1086,90,0,0,0,3,1990,90000176,479,39,0,0,9,0,0
48,1,2,203479,749,242,62,762,63,1,1086,90,0,0,0,2,1990,90000176,507,42,0,0,9,0,1
32,1,2,174407,968,270,80,1015,84,1,1086,90,0,0,0,1,1990,90000176,698,58,0,0,9,1,0
30,1,2,154974,1022,299,85,1037,86,0,1086,90,0,0,0,2,1990,90000176,723,60,0,1,9,0,1
21,1,2,179115,1076,247,89,,,,1086,90,0,0,0,0,1990,90000176,829,69,0,0,9,0,1
31,1,2,160592,1003,293,83,,,,1086,90,0,0,0,0,1990,90000184,710,59,0,1,9,0,1
45,5,2,154092,788,249,65,906,75,1,1084,90,1,1,0,1,1990,90000184,539,44,0,0,9,1,0
33,1,2,142427,921,237,76,963,80,1,1086,90,0,0,0,2,1990,90000184,684,56,0,0,9,0,1
23,1,2,154974,1075,267,89,,,,1086,90,0,0,0,0,1990,90000184,808,67,0,1,9,0,1
65,1,2,149500,581,277,48,,,,1086,90,0,0,0,0,1990,90000184,304,25,0,0,9,0,1
39,1,2,162505,833,220,69,842,70,0,1086,90,0,0,0,3,1990,90000184,613,51,0,0,9,1,0
33,1,2,147590,978,294,81,1006,83,0,1086,90,0,0,0,3,1990,90000184,684,56,0,0,9,1,0
28,1,2,169686,1005,263,83,968,80,0,1086,90,0,0,0,3,1990,90000192,742,61,0,0,9,0,0
49,1,2,183933,855,364,71,908,75,0,1086,90,0,0,0,1,1990,90000192,491,40,0,0,9,0,0
38,1,2,187189,869,243,72,895,74,1,1086,90,0,0,0,4,1990,90000192,626,52,0,0,9,0,0
65,4,2,159579,548,250,45,555,46,1,971,80,0,0,1,10,1990,90000192,298,24,0,0,9,0,0
49,1,2,177499,709,216,59,715,59,1,1086,90,0,0,0,3,1990,90000192,493,41,0,0,9,0,1
64,1,2,166450,571,259,47,641,53,1,1086,90,0,0,0,1,1990,90000192,312,25,0,0,9,0,1
40,1,2,172846,860,255,71,,,,889,74,1,1,0,0,1990,90000192,605,50,0,0,9,0,1
26,1,2,177948,1026,260,85,1082,90,1,1086,90,0,0,0,1,1990,90000192,766,63,0,0,9,1,0
32,1,2,219274,1063,369,88,1074,89,0,1086,90,0,0,0,1,1990,90000192,694,57,0,0,9,0,0
62,1,2,176537,582,242,48,624,51,1,1086,90,0,0,0,3,1990,90000200,340,28,0,0,9,0,1
32,1,2,175522,974,275,81,1026,85,0,1086,90,0,0,0,3,1990,90000200,699,58,0,0,9,1,0
51,1,2,192716,728,257,60,771,64,1,1086,90,0,0,0,1,1990,90000200,471,39,0,1,9,0,1
36,5,2,184677,895,241,74,897,74,1,1003,83,1,1,0,4,1990,90000200,654,54,0,0,9,0,1
50,1,2,188702,719,245,59,732,60,0,1086,90,0,0,0,2,1990,90000200,474,39,0,0,9,0,1
51,1,2,193165,693,220,57,,,,770,64,1,1,0,0,1990,90000200,473,39,0,1,9,0,1
45,1,2,187908,917,374,76,1037,86,1,955,79,1,1,0,1,1990,90000200,543,45,0,0,9,0,1
60,4,2,195126,574,209,47,581,48,1,886,73,0,0,1,3,1990,90000208,365,30,0,0,9,0,0
50,1,2,181111,771,286,64,798,66,1,1086,90,0,0,0,2,1990,90000208,485,40,0,0,9,0,1
33,1,2,221823,944,259,78,978,81,0,1086,90,0,0,0,2,1990,90000208,685,57,0,1,9,1,0
65,4,2,159196,559,264,46,579,48,1,1065,88,0,0,1,2,1990,90000208,295,24,0,0,9,0,1
27,1,2,154643,985,232,82,992,82,0,1086,90,0,0,0,2,1990,90000208,753,62,0,0,9,0,0
59,1,2,204832,600,232,49,614,51,0,1086,90,0,0,0,7,1990,90000208,368,30,0,0,9,0,0
30,1,2,228051,1020,302,84,1029,85,0,1086,90,0,0,0,2,1990,90000208,718,59,0,0,9,0,1
60,1,2,198111,829,466,69,724,60,1,1086,90,0,0,0,2,1990,90000208,363,30,0,1,9,0,1
64,4,2,163519,631,319,52,645,53,1,1041,86,0,0,1,2,1990,90000208,312,25,0,0,9,0,1
30,1,2,174407,1062,344,88,,,,1086,90,0,0,0,0,1990,90000216,718,59,0,0,9,0,1
49,6,2,210855,877,384,73,761,63,1,1086,90,0,1,0,7,1990,90000216,493,41,0,0,9,0,0
38,1,2,162505,879,256,73,877,73,0,1086,90,0,0,0,4,1990,90000216,623,51,0,0,9,1,0
21,1,2,196488,1071,238,89,1046,87,0,1086,90,0,0,0,1,1990,90000216,833,69,0,0,9,0,0
44,1,2,190708,774,226,64,784,65,0,1086,90,0,0,0,4,1990,90000216,548,45,1,0,9,0,1
39,1,2,185341,943,328,78,1018,84,0,1086,90,0,0,0,1,1990,90000216,615,51,0,0,9,0,0
23,1,2,191564,1038,237,86,1038,86,0,1086,90,0,0,0,2,1990,90000216,801,66,0,0,9,0,1
20,1,2,161903,1063,227,88,1061,88,1,1086,90,0,0,0,1,1990,90000224,836,69,0,0,9,0,1
53,6,2,196423,703,262,58,766,63,0,1086,90,0,1,0,3,1990,90000224,441,36,0,0,9,0,0
51,1,2,195585,706,234,58,720,59,1,1086,90,0,0,0,3,1990,90000224,472,39,0,0,9,0,1
49,5,2,175287,832,337,69,856,71,1,1026,85,1,1,0,1,1990,90000224,495,41,0,0,9,0,1
43,1,2,191368,847,288,70,882,73,1,1086,90,0,0,0,3,1990,90000224,559,46,0,0,9,0,1
45,1,2,174975,817,280,68,948,78,0,913,76,1,1,0,1,1990,90000224,537,44,0,0,9,0,1
29,1,2,184739,967,236,80,915,76,0,1086,90,0,0,0,2,1990,90000224,731,60,0,0,9,0,1
27,1,2,178680,1081,322,90,1082,90,0,1086,90,0,0,0,1,1990,90000224,759,63,0,0,9,0,0
64,3,2,185396,527,220,43,636,52,0,1086,90,0,0,0,3,1990,90000224,307,25,0,0,9,0,0
29,1,2,172596,983,255,81,993,82,1,1086,90,0,0,0,2,1990,90000232,728,60,0,0,9,0,1
41,1,2,185188,824,238,68,845,70,1,1086,90,0,0,0,2,1990,90000232,586,48,0,0,9,0,1
40,1,2,156478,842,238,70,888,73,0,1086,90,0,0,0,6,1990,90000232,604,50,0,0,9,0,0
47,1,2,227325,927,407,77,,,,1086,90,0,0,0,0,1990,90000232,520,43,0,1,9,1,0
29,1,2,180379,953,223,79,962,80,1,1086,90,0,0,0,3,1990,90000232,730,60,0,0,9,0,1
58,5,2,195216,715,330,59,,,,960,79,1,1,0,0,1990,90000232,385,32,0,0,9,1,0
52,4,2,222645,738,286,61,750,62,1,1077,89,0,0,1,4,1990,90000232,452,37,0,0,9,0,0
51,5,2,159755,752,278,62,761,63,1,881,73,1,1,0,2,1990,90000240,474,39,0,0,9,0,1
50,1,2,155090,743,257,61,750,62,1,873,72,1,1,0,2,1990,90000240,486,40,0,0,9,0,1
43,5,2,148826,827,269,68,842,70,0,944,78,1,1,0,2,1990,90000240,558,46,0,0,9,1,0
34,1,2,158207,932,256,77,1027,85,0,970,80,1,1,0,2,1990,90000240,676,56,0,1,9,1,0
39,1,2,158207,941,326,78,970,80,1,1086,90,0,0,0,1,1990,90000240,615,51,0,1,9,1,0
65,4,2,192716,547,252,45,589,49,1,998,83,0,0,1,4,1990,90000240,295,24,0,1,9,1,0
56,1,2,185839,637,230,53,738,61,1,1086,90,0,0,0,2,1990,90000240,407,33,0,0,9,0,0
35,1,2,174185,900,245,74,932,77,0,1020,84,1,1,0,3,1990,90000240,655,54,0,0,9,0,1
41,1,2,177819,1029,442,85,,,,1086,90,0,0,0,0,1990,90000240,587,48,0,0,9,1,0
34,5,2,190341,931,253,77,965,80,0,1009,84,1,1,0,2,1990,90000248,678,56,0,0,9,0,1
30,1,2,184951,1004,286,83,,,,1086,90,0,0,0,0,1990,90000248,718,59,0,0,9,0,1
57,6,2,195160,660,262,54,826,68,0,1086,90,0,1,0,3,1990,90000248,398,33,0,0,9,0,0
24,1,2,161903,1081,287,90,,,,1086,90,0,0,0,0,1990,90000248,794,66,0,0,9,0,0
45,1,2,157362,870,336,72,,,,1086,90,0,0,0,0,1990,90000248,534,44,1,0,9,0,1
24,1,2,161903,1061,264,88,1074,89,0,1086,90,0,0,0,1,1990,90000248,797,66,0,0,9,0,1
24,1,2,161903,1061,265,88,1073,89,0,1086,90,0,0,0,1,1990,90000248,796,66,0,0,9,0,0
28,6,2,241377,942,203,78,954,79,1,1086,90,0,1,0,4,1990,90000256,739,61,1,0,9,0,1
37,1,2,248849,941,309,78,1049,87,0,1086,90,0,0,0,1,1990,90000256,632,52,0,0,9,0,0
64,1,2,146212,531,225,44,545,45,1,743,61,0,0,1,3,1990,90000256,306,25,0,0,9,0,1
