cdiv,a_age,a_sex,e29a,pesb1,pesa1,fmstm1900,fmagem,yofm,fbm1900,yofb,fb_girl,fmendm1900,yofd,fmdiv,fmdivsep,fmwid,cpsyear,iid,bdm1900,yob,black,orace,coll,hs,a_fnlwgt
9,61,2,1,1,4,525,241,43,535,44,1,1026,85,0,0,0,1985,85000080,284,23,0,0,0,1,230737
9,65,2,2,1,0,496,259,41,,,,1002,83,0,0,1,1985,85000080,237,19,0,0,0,0,252779
9,25,2,1,1,0,928,205,77,,,,1026,85,0,0,0,1985,85000088,723,60,0,0,0,0,341666
9,70,2,1,2,1,427,241,35,441,36,0,547,45,1,1,0,1985,85000088,186,15,0,0,0,1,194233
9,71,2,1,1,1,410,240,34,424,35,,1026,85,0,0,0,1985,85000088,170,14,0,0,0,1,194233
9,31,2,1,1,2,859,216,71,869,72,0,1026,85,0,0,0,1985,85000088,642,53,0,0,0,1,187573
9,68,2,1,1,2,509,307,42,559,46,0,1026,85,0,0,0,1985,85000088,202,16,0,0,0,1,203138
9,66,2,3,2,2,543,311,45,554,46,1,741,61,0,0,1,1985,85000088,232,19,0,1,0,1,188959
9,30,2,1,1,2,970,313,80,975,81,0,1026,85,0,0,0,1985,85000088,657,54,0,0,0,1,188459
9,40,2,1,1,2,840,302,69,899,74,0,1026,85,0,0,0,1985,85000096,538,44,0,1,1,0,196691
9,29,2,1,1,2,947,280,78,974,81,0,1026,85,0,0,0,1985,85000096,667,55,0,1,0,1,200329
9,54,2,3,1,0,890,519,74,,,,924,76,1,1,0,1985,85000096,371,30,0,0,1,0,265095
9,25,2,3,1,0,945,226,78,,,,996,82,1,1,0,1985,85000096,719,59,0,1,0,1,228912
9,29,2,1,1,0,1012,345,84,,,,1026,85,0,0,0,1985,85000096,667,55,0,0,1,0,272658
9,37,2,1,1,2,815,233,67,844,70,1,1026,85,0,0,0,1985,85000096,582,48,0,0,0,1,244948
9,26,2,4,2,2,931,228,77,947,78,1,972,80,1,1,0,1985,85000096,702,58,0,0,0,1,261282
9,29,2,1,1,3,881,213,73,836,69,,1026,85,0,0,0,1985,85000096,668,55,1,0,0,1,243790
9,31,2,1,1,3,925,280,77,965,80,0,1026,85,0,0,0,1985,85000096,645,53,0,0,1,0,266227
9,44,2,1,1,3,702,209,58,712,59,1,1026,85,0,0,0,1985,85000104,493,41,0,0,0,1,264528
9,22,2,3,1,2,980,229,81,988,82,,1003,83,1,1,0,1985,85000104,751,62,0,0,0,1,261774
9,36,2,1,1,2,854,262,71,861,71,1,1026,85,0,0,0,1985,85000104,592,49,0,0,0,1,255312
9,51,2,1,1,3,669,260,55,685,57,0,1026,85,0,0,0,1985,85000104,409,34,0,0,0,1,265759
9,31,2,1,2,2,842,191,70,903,75,0,875,72,1,1,0,1985,85000104,651,54,0,0,0,1,275969
9,52,2,1,1,3,658,260,54,674,56,,1026,85,0,0,0,1985,85000104,398,33,0,0,0,1,265759
9,48,2,1,1,1,744,299,61,767,63,,1026,85,0,0,0,1985,85000104,445,37,1,0,0,1,264395
9,32,2,1,1,1,896,262,74,983,81,,1026,85,0,0,0,1985,85000112,634,52,0,0,1,0,270085
9,48,2,1,1,4,741,302,61,779,64,,1026,85,0,0,0,1985,85000112,439,36,0,0,1,0,260721
9,60,2,2,1,3,582,277,48,610,50,0,1008,83,0,0,1,1985,85000112,305,25,0,0,0,1,236609
9,68,2,2,1,1,495,295,41,511,42,,811,67,0,0,1,1985,85000112,200,16,0,0,1,0,258860
9,29,2,1,1,0,997,325,83,,,,1026,85,0,0,0,1985,85000112,672,55,1,0,0,1,207110
9,27,2,1,1,1,941,247,78,1011,84,1,1026,85,0,0,0,1985,85000112,694,57,0,0,0,1,248392
9,29,2,1,1,1,874,198,72,893,74,0,1026,85,0,0,0,1985,85000112,676,56,0,0,0,0,248392
9,29,2,1,1,2,952,285,79,979,81,,1026,85,0,0,0,1985,85000112,667,55,0,1,0,1,228422
9,33,2,1,1,3,897,274,74,945,78,,1026,85,0,0,0,1985,85000112,623,51,0,1,0,1,271375
9,60,2,3,3,2,518,223,43,638,53,1,574,47,1,1,0,1985,85000120,295,24,0,0,1,0,258838
9,32,2,1,2,0,950,312,79,,,,984,81,1,1,0,1985,85000120,638,53,0,0,0,1,273763
9,51,2,1,1,2,679,269,56,771,64,0,1026,85,0,0,0,1985,85000120,410,34,0,0,0,1,245661
9,51,2,1,1,3,669,263,55,683,56,1,1026,85,0,0,0,1985,85000120,406,33,1,0,1,0,313162
9,28,2,3,1,1,949,266,79,963,80,0,1009,84,1,1,0,1985,85000120,683,56,1,0,0,1,244942
9,28,2,1,1,2,954,269,79,974,81,0,1026,85,0,0,0,1985,85000120,685,57,0,0,0,1,258728
9,42,2,1,2,1,795,282,66,799,66,0,957,79,1,1,0,1985,85000120,513,42,0,0,1,0,292249
9,31,2,1,1,2,877,225,73,897,74,0,1026,85,0,0,0,1985,85000128,652,54,0,0,1,0,270665
9,26,2,1,1,1,978,266,81,1016,84,1,1026,85,0,0,0,1985,85000128,712,59,0,0,0,1,258728
9,43,2,1,1,2,754,254,62,813,67,1,1026,85,0,0,0,1985,85000128,500,41,0,0,0,1,242075
9,77,2,2,1,7,316,223,26,343,28,1,825,68,0,0,1,1985,85000128,93,7,0,0,0,0,231327
9,60,2,3,2,4,492,187,40,501,41,0,535,44,1,1,0,1985,85000128,305,25,0,0,0,0,237956
9,45,2,3,2,1,702,227,58,668,55,1,754,62,1,1,0,1985,85000128,474,39,0,0,0,1,280901
9,83,2,2,1,4,245,222,20,256,21,1,1017,84,0,0,1,1985,85000128,23,1,0,0,0,0,251226
9,74,2,2,3,3,367,230,30,376,31,0,426,35,0,0,1,1985,85000128,137,11,0,0,0,0,253409
9,60,2,2,1,0,579,278,48,,,,801,66,0,0,1,1985,85000128,301,25,0,0,0,1,229652
9,28,2,1,1,1,953,274,79,966,80,0,1026,85,0,0,0,1985,85000136,678,56,0,0,0,1,261282
9,71,2,2,1,2,413,248,34,422,35,1,949,79,0,0,1,1985,85000136,165,13,0,0,0,0,253409
9,34,2,1,2,3,797,185,66,982,81,1,896,74,1,1,0,1985,85000136,612,50,0,0,0,0,290696
9,58,2,1,1,3,517,187,43,529,44,1,1026,85,0,0,0,1985,85000136,330,27,0,0,0,1,265165
9,33,2,1,1,3,883,264,73,853,71,0,1026,85,0,0,0,1985,85000136,619,51,0,0,0,1,290696
9,64,2,1,1,6,475,227,39,487,40,0,1026,85,0,0,0,1985,85000136,248,20,0,0,0,0,238513
9,32,2,1,1,2,885,243,73,976,81,,1026,85,0,0,0,1985,85000136,642,53,0,0,0,1,237823
9,70,2,1,1,4,409,234,34,452,37,1,1026,85,0,0,0,1985,85000144,175,14,0,0,0,1,231721
9,29,2,3,1,0,941,266,78,,,,991,82,1,1,0,1985,85000144,675,56,0,0,0,1,253499
9,28,2,4,1,0,948,266,78,,,,1026,85,0,1,0,1985,85000144,682,56,0,0,0,1,253499
9,29,2,1,1,3,919,250,76,959,79,,1026,85,0,0,0,1985,85000144,669,55,0,1,1,0,275273
9,70,2,2,1,2,412,234,34,417,34,0,982,81,0,0,1,1985,85000144,178,14,0,0,0,1,229702
9,36,2,1,2,2,798,211,66,805,67,1,966,80,1,1,0,1985,85000144,587,48,0,0,0,1,255312
9,30,2,1,1,2,899,241,74,921,76,1,1026,85,0,0,0,1985,85000144,658,54,0,1,0,0,197541
9,24,2,1,1,2,954,226,79,959,79,0,1026,85,0,0,0,1985,85000144,728,60,0,0,0,1,248627
9,26,2,1,1,2,921,209,76,965,80,1,1026,85,0,0,0,1985,85000144,712,59,0,0,0,1,255711
9,28,2,1,1,2,972,293,80,911,75,0,1026,85,0,0,0,1985,85000152,679,56,0,0,0,1,255711
9,23,2,1,2,1,967,221,80,1023,85,1,987,82,1,1,0,1985,85000152,746,62,0,0,0,1,302562
9,65,2,1,1,2,468,227,38,480,39,0,1026,85,0,0,0,1985,85000152,241,20,0,0,0,1,279622
9,41,2,1,1,2,855,323,71,872,72,0,1026,85,0,0,0,1985,85000152,532,44,0,0,0,1,235799
9,79,2,2,1,3,311,238,25,458,38,1,824,68,0,0,1,1985,85000152,73,6,0,0,0,0,225330
9,30,2,1,1,2,872,207,72,883,73,0,1026,85,0,0,0,1985,85000152,665,55,1,0,0,1,234354
9,31,2,1,1,4,911,261,75,913,76,1,1026,85,0,0,0,1985,85000152,650,54,0,0,0,1,268115
9,26,2,1,1,1,908,194,75,945,78,0,1026,85,0,0,0,1985,85000160,714,59,0,0,0,1,278001
9,78,2,2,1,1,348,264,28,480,39,1,1017,84,0,0,1,1985,85000160,84,6,0,0,0,1,255322
9,30,2,1,1,3,939,274,78,956,79,,1026,85,0,0,0,1985,85000160,665,55,0,0,1,0,258580
9,83,2,2,1,1,325,300,27,457,38,,928,77,0,0,1,1985,85000160,25,2,0,0,1,0,255322
9,41,2,1,2,2,746,222,62,830,69,,893,74,1,1,0,1985,85000160,524,43,0,0,0,1,247988
9,74,2,1,3,3,303,168,25,357,29,0,409,34,1,1,0,1985,85000160,135,11,0,0,0,0,231438
9,37,2,1,2,3,821,244,68,837,69,1,978,81,1,1,0,1985,85000160,577,48,1,0,1,0,282509
9,24,2,1,1,0,1013,276,84,,,,1026,85,0,0,0,1985,85000160,737,61,0,0,0,1,262162
9,73,2,1,1,0,347,200,28,,,,1026,85,0,0,0,1985,85000160,147,12,0,0,0,1,188992
9,62,2,1,2,2,454,183,37,512,42,0,561,46,0,0,1,1985,85000168,270,22,0,0,0,0,312304
9,83,2,2,1,3,268,240,22,335,27,1,994,82,0,0,1,1985,85000168,28,2,0,0,0,1,166549
9,33,2,1,2,2,857,233,71,948,78,,886,73,1,1,0,1985,85000168,624,51,0,0,0,1,245423
9,26,2,1,1,1,963,260,80,1006,83,1,1026,85,0,0,0,1985,85000168,703,58,0,0,1,0,179502
9,33,2,1,1,0,990,367,82,,,,1026,85,0,0,0,1985,85000168,623,51,0,0,1,0,182512
9,58,2,1,2,0,529,200,44,,,,582,48,1,1,0,1985,85000168,329,27,0,1,0,1,183081
9,37,2,2,1,6,762,191,63,780,64,1,956,79,0,0,1,1985,85000168,570,47,0,0,0,1,173446
9,25,2,1,1,0,1005,284,83,,,,1026,85,0,0,0,1985,85000176,721,60,0,0,0,1,179585
9,32,2,1,2,4,860,229,71,918,76,0,1005,83,1,1,0,1985,85000176,631,52,0,0,0,1,182596
9,23,2,1,1,2,975,236,81,995,82,0,1026,85,0,0,0,1985,85000176,739,61,0,0,0,1,164499
9,17,2,1,1,0,1015,203,84,,,,1026,85,0,0,0,1985,85000176,812,67,0,0,0,0,273376
9,22,2,1,1,1,1003,243,83,993,82,0,1026,85,0,0,0,1985,85000176,760,63,0,0,0,0,265039
9,24,2,1,1,0,979,243,81,,,,1026,85,0,0,0,1985,85000176,736,61,0,0,1,0,255529
9,34,2,1,1,1,984,374,81,1023,85,0,1026,85,0,0,0,1985,85000176,610,50,0,1,0,0,282672
9,25,2,1,1,0,986,266,82,,,,1026,85,0,0,0,1985,85000176,720,59,0,0,0,1,247132
9,49,2,3,3,3,681,249,56,706,58,0,774,64,1,1,0,1985,85000176,432,35,0,0,0,1,252228
9,38,2,3,1,2,808,239,67,832,69,1,1025,85,1,1,0,1985,85000184,569,47,0,0,0,1,278783
9,48,2,1,2,1,683,243,56,723,60,0,735,61,1,1,0,1985,85000184,440,36,0,0,0,1,280508
9,37,2,1,1,5,848,266,70,875,72,0,1026,85,0,0,0,1985,85000184,582,48,0,0,0,0,300144
9,25,2,1,1,1,956,233,79,1006,83,1,1026,85,0,0,0,1985,85000184,723,60,0,0,0,1,350926
9,29,2,1,1,3,956,289,79,973,81,0,1026,85,0,0,0,1985,85000184,667,55,0,0,0,0,269632
9,36,2,1,1,4,845,256,70,862,71,1,1026,85,0,0,0,1985,85000184,589,49,0,0,0,0,300144
9,39,2,3,1,2,801,245,66,821,68,0,943,78,1,1,0,1985,85000184,556,46,0,0,0,1,264643
9,67,2,1,1,0,523,305,43,,,,1026,85,0,0,0,1985,85000192,218,18,0,0,0,1,272828
9,26,2,1,1,0,964,260,80,,,,1026,85,0,0,0,1985,85000192,704,58,0,0,0,1,272103
9,25,2,1,1,3,981,266,81,929,77,0,1026,85,0,0,0,1985,85000192,715,59,0,0,0,1,256213
9,62,2,3,1,2,556,281,46,564,46,1,717,59,1,1,0,1985,85000192,275,22,0,0,0,0,249978
9,55,2,1,1,7,654,296,54,668,55,1,1026,85,0,0,0,1985,85000192,358,29,0,0,0,0,280098
9,39,2,3,2,4,751,197,62,763,63,1,810,67,1,1,0,1985,85000192,554,46,0,0,0,1,258760
9,72,2,3,3,2,462,304,38,506,42,,538,44,1,1,0,1985,85000192,158,13,0,0,0,1,261388
9,77,2,2,1,0,358,265,29,,,,919,76,0,0,1,1985,85000192,93,7,0,0,0,1,254245
9,48,2,1,1,5,728,279,60,750,62,0,1026,85,0,0,0,1985,85000192,449,37,0,0,1,0,279206
9,69,2,3,1,3,439,246,36,457,38,1,800,66,1,1,0,1985,85000200,193,16,0,0,0,1,259512
9,47,2,1,1,3,773,322,64,809,67,1,1026,85,0,0,0,1985,85000200,450,37,0,0,1,0,250979
9,44,2,1,2,2,712,225,59,731,60,1,906,75,1,1,0,1985,85000200,486,40,0,0,0,1,248636
9,48,2,1,2,2,656,212,54,707,58,0,747,62,1,1,0,1985,85000200,444,36,0,0,1,0,250979
9,57,2,1,1,2,592,254,49,703,58,0,1026,85,0,0,0,1985,85000200,338,28,0,0,0,0,314315
9,55,2,1,1,4,571,213,47,664,55,,1026,85,0,0,0,1985,85000200,358,29,0,0,0,1,282730
9,57,2,1,2,4,513,178,42,606,50,,558,46,1,1,0,1985,85000200,335,27,0,0,0,0,282730
9,75,2,3,1,0,512,387,42,,,,657,54,1,1,0,1985,85000208,125,10,0,0,0,1,254245
9,72,2,2,1,0,577,425,48,,,,914,76,0,0,1,1985,85000208,152,12,0,0,0,1,261388
9,69,2,1,3,2,437,243,36,475,39,0,715,59,1,1,0,1985,85000208,194,16,0,0,0,0,259512
9,23,2,1,1,0,1015,276,84,,,,1026,85,0,0,0,1985,85000208,739,61,0,0,0,1,262042
9,27,2,1,1,1,968,268,80,976,81,0,1026,85,0,0,0,1985,85000208,700,58,0,0,0,0,269509
9,58,2,1,1,5,551,230,45,556,46,,1026,85,0,0,0,1985,85000208,321,26,0,0,0,1,272352
9,32,2,1,1,2,839,208,69,846,70,0,1026,85,0,0,0,1985,85000208,631,52,0,0,0,1,272072
9,32,2,1,1,3,884,246,73,928,77,1,1026,85,0,0,0,1985,85000208,638,53,0,0,0,1,272072
9,33,2,1,2,2,869,242,72,958,79,1,881,73,1,1,0,1985,85000208,627,52,0,0,0,1,272072
9,42,2,1,1,2,747,236,62,754,62,0,1026,85,0,0,0,1985,85000216,511,42,0,0,0,1,248636
9,45,2,1,2,1,754,279,62,800,66,0,883,73,1,1,0,1985,85000216,474,39,0,0,0,1,250979
9,80,2,2,1,2,309,246,25,367,30,,788,65,0,0,1,1985,85000216,63,5,0,0,0,1,237597
9,45,2,3,2,3,729,244,60,775,64,1,812,67,1,1,0,1985,85000216,485,40,0,0,0,0,313018
9,40,2,1,1,3,745,210,62,788,65,0,1026,85,0,0,0,1985,85000216,534,44,0,0,0,1,323853
9,77,2,1,1,2,400,298,33,420,34,1,1026,85,0,0,0,1985,85000216,102,8,0,0,0,0,271375
9,54,2,1,2,4,587,217,48,592,49,0,822,68,1,1,0,1985,85000216,370,30,0,0,0,0,265358
9,65,2,2,1,0,536,291,44,,,,1005,83,0,0,1,1985,85000224,245,20,0,0,0,0,293679
9,60,2,1,1,2,522,220,43,654,54,1,1026,85,0,0,0,1985,85000224,302,25,0,0,0,1,272929
9,42,2,1,2,0,886,375,73,,,,917,76,1,1,0,1985,85000224,511,42,0,0,1,0,292964
9,40,2,1,1,0,798,260,66,,,,1026,85,0,0,0,1985,85000224,538,44,0,0,1,0,292964
9,62,2,2,1,1,499,220,41,619,51,0,676,56,0,0,1,1985,85000224,279,23,0,0,0,1,290289
9,38,2,1,1,3,817,255,68,942,78,0,1026,85,0,0,0,1985,85000224,562,46,0,0,1,0,254293
9,40,2,3,1,2,823,284,68,830,69,,1017,84,1,1,0,1985,85000224,539,44,0,0,1,0,267755
9,50,2,1,2,3,661,245,55,680,56,,784,65,1,1,0,1985,85000224,416,34,0,0,0,1,239292
9,28,2,1,1,2,927,243,77,942,78,0,1026,85,0,0,0,1985,85000224,684,56,0,0,0,1,255711
9,31,2,1,1,0,993,349,82,,,,1026,85,0,0,0,1985,85000232,644,53,0,0,1,0,250954
9,36,2,2,1,4,839,253,69,846,70,,950,79,0,0,1,1985,85000232,586,48,0,0,0,1,284648
9,89,2,2,1,2,376,422,31,400,33,,1003,83,0,0,1,1985,85000232,-46,-4,0,0,0,0,158022
9,42,2,2,2,4,801,286,66,824,68,1,857,71,1,1,0,1985,85000232,515,42,0,1,0,1,180732
9,34,2,3,1,0,942,327,78,,,,1025,85,1,1,0,1985,85000232,615,51,0,0,1,0,258025
9,28,2,3,1,0,940,251,78,,,,993,82,1,1,0,1985,85000232,689,57,0,0,0,1,261811
9,42,2,3,2,3,753,242,62,760,63,0,851,70,1,1,0,1985,85000232,511,42,0,0,1,0,254047
9,72,2,3,1,2,366,215,30,476,39,0,650,54,1,1,0,1985,85000240,150,12,0,0,0,0,227267
9,39,2,1,1,0,1009,453,84,,,,1026,85,0,0,0,1985,85000240,556,46,0,0,0,1,223749
9,47,2,1,3,5,646,195,53,674,56,,703,58,1,1,0,1985,85000240,451,37,0,0,1,0,266148
9,71,2,1,2,0,390,222,32,,,,570,47,0,0,1,1985,85000240,168,13,0,0,0,1,257833
9,43,2,1,1,1,828,326,68,879,73,1,1026,85,0,0,0,1985,85000240,502,41,0,0,1,0,277839
9,49,2,1,1,0,726,298,60,,,,1026,85,0,0,0,1985,85000240,428,35,0,0,1,0,266148
9,74,2,3,1,1,433,295,36,452,37,0,496,41,1,1,0,1985,85000240,138,11,0,0,1,0,263982
9,53,2,3,2,1,707,317,58,718,59,1,724,60,1,1,0,1985,85000240,390,32,0,0,0,1,245066
9,26,2,1,1,0,1003,294,83,,,,1026,85,0,0,0,1985,85000240,709,59,0,0,1,0,258173
9,28,2,1,1,1,918,236,76,991,82,0,1026,85,0,0,0,1985,85000248,682,56,0,0,0,1,258173
