year,f180,f182,f183,f427,f432,p011,v124,v129,v151,b013,b014,b135,b114,age_m,age_w,edu_m,edu_w,gen_m,gen_w,mom,DGH012,PUB,DPUB,NSIB018H,NSIB018DH
2012,8,occasionally,occasionally,,good,8,disagree,neither agree nor disagree,neither agree nor disagree,8,0,,1300,51,48,2,3,1,1,1,0,1,0,0,0
2013,9,occasionally,occasionally,fairly agree,good,9,neither agree nor disagree,agree,neither agree nor disagree,,,,,52,49,2,3,1,1,0,0,1,0,0,0
2013,8,occasionally,occasionally,fairly agree,good,8,disagree,disagree,neither agree nor disagree,,,,,52,49,2,3,1,1,1,0,1,0,0,0
2014,9,occasionally,occasionally,,good,9,fully disagree,fully agree,neither agree nor disagree,,,,,53,50,2,3,1,1,0,0,1,0,0,0
2014,9,often,occasionally,,good,8,fully disagree,neither agree nor disagree,neither agree nor disagree,,,,,53,50,2,3,1,1,1,0,1,0,0,0
2008,9,occasionally,occasionally,,,,fully disagree,disagree,fully disagree,,,,,35,32,2,2,1,1,0,1,0,0,2,0
2008,9,occasionally,occasionally,,,,neither agree nor disagree,neither agree nor disagree,disagree,,,,,35,32,2,2,1,1,1,1,0,0,2,0
2009,9,occasionally,occasionally,fairly agree,,9,disagree,agree,agree,24,,,,36,33,2,2,1,1,0,1,0,0,2,0
2009,9,occasionally,occasionally,agree entirely,,9,disagree,agree,disagree,20,,,205,36,33,2,2,1,1,1,1,0,0,2,0
2010,9,occasionally,practically never,,,,neither agree nor disagree,neither agree nor disagree,disagree,,,,,37,34,2,2,1,1,0,1,0,0,2,0
2010,9,occasionally,occasionally,,,,disagree,agree,disagree,,,,,37,34,2,2,1,1,1,1,0,0,2,0
2008,7,occasionally,often,,,6,disagree,agree,agree,,,,,36,36,2,3,1,1,0,1,0,0,1,1
2008,8,practically never,occasionally,,,7,disagree,agree,disagree,,,,,36,36,2,3,1,1,1,1,0,0,1,1
2009,8,occasionally,occasionally,slightly agree,,8,agree,fully agree,disagree,40,,,,37,37,2,3,1,1,1,1,0,0,1,1
2010,9,occasionally,occasionally,,,8,,,,,,,,38,38,2,3,1,1,1,1,0,0,1,1
2012,8,practically never,occasionally,,good,,disagree,agree,disagree,,,,,40,40,2,3,1,1,1,1,0,0,1,1
2015,8,practically never,practically never,,good,8,disagree,agree,disagree,40,0,150,,43,43,2,3,1,1,1,0,1,1,1,1
2016,8,practically never,practically never,,very good,,neither agree nor disagree,agree,fully disagree,,,,,44,44,2,3,1,1,1,0,1,1,1,1
2008,8,practically never,occasionally,,,6,neither agree nor disagree,agree,agree,,,,,39,38,2,3,4,4,1,0,0,0,2,1
2009,9,practically never,occasionally,fairly disagree,,7,agree,agree,agree,10,0,,300,40,39,2,3,4,4,1,0,0,0,2,1
2010,9,practically never,occasionally,,,6,agree,disagree,agree,20,0,,220,41,40,2,3,4,4,1,0,0,0,2,1
2011,9,practically never,practically never,fairly agree,"not good, not poor",7,agree,neither agree nor disagree,agree,,,,,42,41,2,3,4,4,1,0,1,0,2,1
2012,8,practically never,occasionally,,very good,5,agree,neither agree nor disagree,agree,12,0,,260,43,42,2,3,4,4,1,0,1,0,2,1
2013,8,practically never,practically never,fairly agree,very good,8,agree,agree,agree,,,,,44,43,2,3,4,4,1,0,1,0,2,1
2008,7,practically never,practically never,,,8,neither agree nor disagree,agree,agree,,,,,41,42,3,2,4,4,1,1,0,0,0,0
2009,8,practically never,practically never,fairly agree,,8,disagree,agree,agree,10,0,,120,42,43,3,2,4,4,1,1,0,0,0,0
2010,8,practically never,practically never,,,8,disagree,agree,agree,24,0,,130,43,44,3,2,4,4,1,1,0,0,0,0
2011,8,practically never,practically never,agree entirely,very good,8,disagree,agree,agree,,,,,44,45,3,2,4,4,1,1,0,0,0,0
2012,8,practically never,practically never,,very good,8,disagree,agree,agree,34,0,,1550,45,46,3,2,4,4,1,1,0,0,0,0
2013,8,practically never,practically never,agree entirely,good,8,disagree,agree,agree,,,,,46,47,3,2,4,4,1,1,0,0,0,0
2014,2,practically never,practically never,,good,7,disagree,fully disagree,fully agree,,,,,47,48,3,2,4,4,1,1,0,0,0,0
2008,8,occasionally,occasionally,,,8,,,,,,,,41,39,1,1,2,2,0,0,1,1,1,1
2008,9,occasionally,occasionally,,,8,,,,,,,,41,39,1,1,2,2,1,0,1,1,1,1
2009,8,occasionally,occasionally,agree entirely,,8,disagree,agree,agree,,,,,42,40,1,2,2,2,0,0,1,1,1,1
2009,7,often,practically never,agree entirely,,7,disagree,disagree,agree,1,,,150,42,40,1,2,2,2,1,0,1,1,1,1
2010,7,occasionally,occasionally,,,7,disagree,neither agree nor disagree,disagree,,,,,43,41,1,2,2,2,1,0,1,1,1,1
2011,8,occasionally,occasionally,agree entirely,good,,disagree,neither agree nor disagree,disagree,,,,,44,42,1,2,2,2,1,0,1,1,1,1
2012,7,occasionally,occasionally,,good,,,,,,,,,45,43,1,2,2,2,1,0,1,1,1,1
2013,7,occasionally,occasionally,fairly agree,poor,,,,,,,,,46,44,1,2,2,2,1,0,1,1,1,1
2014,6,often,occasionally,,good,4,,,,,,,,32,29,2,2,4,4,1,1,0,0,0,0
2008,9,practically never,occasionally,,,9,disagree,agree,disagree,,,,,39,36,3,2,4,4,1,0,0,0,2,2
2010,9,practically never,practically never,,,8,,,,18,0,,,41,38,3,2,4,4,0,0,0,0,2,2
2010,9,practically never,occasionally,,,9,fully disagree,fully agree,disagree,26,40,,360,41,38,3,2,4,4,1,0,0,0,2,2
2011,9,practically never,practically never,agree entirely,good,9,,,,,,,,42,39,3,2,4,4,0,0,0,0,2,2
2011,9,practically never,practically never,agree entirely,good,9,fully disagree,fully agree,fully disagree,,,,,42,39,3,2,4,4,1,0,0,0,2,2
2012,9,practically never,practically never,,good,9,neither agree nor disagree,agree,disagree,18,0,,,43,40,3,2,4,4,0,0,0,0,2,2
2012,9,practically never,occasionally,,good,8,fully disagree,fully agree,fully disagree,20,0,,0,43,40,3,2,4,4,1,0,0,0,2,2
2013,9,practically never,practically never,fairly agree,good,9,agree,fully agree,disagree,,,,,44,41,3,2,4,4,0,0,1,0,2,2
2013,9,practically never,occasionally,fairly agree,good,,,,,,,,,44,41,3,2,4,4,1,0,1,0,2,2
2014,9,practically never,occasionally,,good,9,,,,,,,,45,42,3,2,4,4,1,0,1,0,2,2
2012,entirely satisfied,practically never,often,,good,7,neither agree nor disagree,neither agree nor disagree,agree,40,0,,,40,37,3,3,1,2,0,1,0,0,1,0
2012,6,occasionally,often,,good,,neither agree nor disagree,agree,disagree,,,,,40,37,3,3,1,2,1,1,0,0,1,0
2013,8,practically never,occasionally,fairly agree,good,8,neither agree nor disagree,neither agree nor disagree,agree,,,,,41,38,3,3,1,2,0,1,0,0,1,0
2013,5,occasionally,often,fairly agree,good,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,41,38,3,3,1,2,1,1,0,0,1,0
2014,I don’t know,occasionally,often,,"not good, not poor",7,neither agree nor disagree,agree,neither agree nor disagree,,,,,42,39,3,3,1,2,1,1,0,0,1,0
2015,5,practically never,often,,very good,8,disagree,neither agree nor disagree,disagree,,,,,44,40,3,3,1,2,1,1,0,0,1,0
2016,5,occasionally,often,,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,45,41,3,3,1,2,1,1,0,0,1,0
2016,7,practically never,often,,good,7,neither agree nor disagree,disagree,agree,,,,,45,41,3,3,1,2,0,1,0,0,1,0
2008,8,practically never,practically never,,,8,fully disagree,agree,fully disagree,,,,,35,33,2,1,4,4,1,1,0,0,0,0
2009,9,practically never,practically never,agree entirely,,8,disagree,agree,disagree,10,0,,70,36,34,2,1,4,4,1,1,0,0,0,0
2010,9,practically never,practically never,,,8,disagree,agree,fully disagree,14,0,,110,37,35,2,1,4,4,1,1,0,0,0,0
2011,8,practically never,practically never,agree entirely,very good,8,neither agree nor disagree,agree,disagree,,,,,38,36,2,1,4,4,1,1,0,0,0,0
2012,9,practically never,practically never,,very good,8,disagree,agree,disagree,0,0,,25,39,37,2,1,4,4,1,0,1,1,0,0
2013,9,practically never,occasionally,agree entirely,"not good, not poor",8,agree,agree,fully disagree,,,,,40,38,2,1,4,4,1,0,1,1,0,0
2014,9,practically never,practically never,,very good,8,neither agree nor disagree,agree,fully disagree,,,,,41,39,2,1,4,4,1,0,1,1,0,0
2015,9,practically never,practically never,,very good,8,neither agree nor disagree,agree,fully disagree,1,0,50,,43,41,2,2,4,4,1,0,1,1,0,0
2016,9,not applicable,not applicable,,very good,8,fully disagree,agree,disagree,,,,,44,42,2,2,4,4,1,0,1,1,0,0
2014,8,practically never,practically never,,good,7,neither agree nor disagree,agree,agree,,,,,35,31,3,2,4,4,0,0,0,0,0,0
2015,4,practically never,occasionally,,"not good, not poor",7,neither agree nor disagree,neither agree nor disagree,disagree,40,,200,,36,32,3,2,4,4,0,0,0,0,1,1
2016,7,practically never,occasionally,,good,7,neither agree nor disagree,agree,neither agree nor disagree,,,,,37,33,3,2,4,4,0,0,0,0,1,1
2008,entirely satisfied,practically never,practically never,,,6,disagree,neither agree nor disagree,agree,,,,,56,49,2,2,1,1,1,1,0,0,0,0
2009,8,occasionally,practically never,slightly disagree,,6,agree,agree,agree,14,,,80,57,50,1,2,1,1,1,1,0,0,0,0
2014,5,often,often,,"not good, not poor",,,,,,,,,48,41,2,1,1,1,0,0,1,0,3,1
2014,4,often,often,,good,6,,,,,,,,48,41,2,1,1,1,1,0,1,0,3,1
2014,3,occasionally,often,,very good,,,,,,,,,37,32,2,3,4,4,1,1,0,0,0,0
2012,entirely satisfied,occasionally,occasionally,,good,8,,,,10,0,,,34,30,3,1,1,1,0,1,0,0,1,0
2012,8,occasionally,occasionally,,very good,8,,,,23,0,,215,34,30,3,1,1,1,1,1,0,0,1,0
2013,entirely satisfied,occasionally,occasionally,fairly agree,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,35,31,3,1,1,1,1,1,0,0,1,0
2008,9,occasionally,occasionally,,,8,neither agree nor disagree,fully agree,fully disagree,,,,,34,32,3,1,4,4,0,1,0,0,1,0
2008,7,occasionally,practically never,,,,,,,,,,,34,32,3,1,4,4,1,1,0,0,1,0
2009,entirely dissatisfied,often,occasionally,slightly disagree,,,,,,6,,,,35,33,3,1,4,4,0,1,0,0,1,0
2010,6,occasionally,practically never,,,7,,,,,,,,36,34,3,1,4,4,1,1,0,0,1,0
2012,8,occasionally,occasionally,,good,,neither agree nor disagree,neither agree nor disagree,agree,,,,,41,40,3,3,4,4,1,0,1,0,1,1
2014,8,often,occasionally,,very good,9,agree,neither agree nor disagree,neither agree nor disagree,,,,,43,42,3,3,4,4,1,0,1,0,1,1
2008,8,practically never,occasionally,,,8,disagree,agree,disagree,,,,,38,38,3,3,1,1,1,0,0,0,0,0
2009,8,occasionally,occasionally,fairly agree,,8,disagree,agree,disagree,20,,,,39,39,3,3,1,1,1,0,0,0,0,0
2010,8,practically never,occasionally,,,8,disagree,agree,disagree,15,0,,,40,40,3,3,1,1,1,0,0,0,0,0
2011,8,practically never,practically never,agree entirely,good,8,neither agree nor disagree,agree,disagree,,,,,41,41,3,3,1,1,1,0,0,0,0,0
2012,9,practically never,occasionally,,good,8,disagree,agree,disagree,14,0,,,42,42,3,3,1,1,1,0,0,0,0,0
2013,9,practically never,practically never,agree entirely,good,8,disagree,neither agree nor disagree,disagree,,,,,43,43,3,3,1,1,1,0,0,0,0,0
2014,8,occasionally,occasionally,,good,8,disagree,agree,disagree,,,,,44,44,3,3,1,1,1,0,0,0,0,0
2015,8,practically never,occasionally,,good,8,disagree,agree,disagree,10,,,,45,46,3,3,1,1,1,0,1,0,0,0
2016,7,practically never,occasionally,,good,8,neither agree nor disagree,neither agree nor disagree,disagree,,,,,46,47,3,3,1,1,1,0,1,0,0,0
2016,9,practically never,practically never,,good,7,neither agree nor disagree,agree,agree,,,,,46,47,3,3,1,1,0,0,1,0,0,0
2008,5,occasionally,often,,,7,fully disagree,neither agree nor disagree,neither agree nor disagree,,,,,43,33,1,1,4,4,0,0,0,0,2,1
2009,5,occasionally,occasionally,fairly agree,,8,disagree,agree,neither agree nor disagree,5,0,,,44,34,1,1,4,4,0,0,0,0,2,1
2010,6,often,often,,,,neither agree nor disagree,agree,disagree,,,,,45,35,1,1,4,4,0,0,1,0,2,1
2008,7,often,occasionally,,,7,neither agree nor disagree,agree,neither agree nor disagree,,,,,60,46,3,3,1,2,0,0,1,0,1,0
2008,8,occasionally,occasionally,,,8,neither agree nor disagree,agree,neither agree nor disagree,,,,,60,46,3,3,1,2,1,0,1,0,1,0
2009,6,often,occasionally,slightly disagree,,6,disagree,agree,neither agree nor disagree,9,,,,61,47,3,3,1,2,0,0,1,0,1,0
2009,7,occasionally,occasionally,agree entirely,,,neither agree nor disagree,neither agree nor disagree,disagree,,,,,61,47,3,3,1,2,1,0,1,0,1,0
2010,9,occasionally,occasionally,,,7,neither agree nor disagree,agree,neither agree nor disagree,10,0,,,62,48,3,3,1,2,0,0,1,0,1,0
2008,8,practically never,practically never,,,8,agree,agree,disagree,,,,,44,43,2,2,1,3,0,0,1,1,1,0
2008,8,practically never,occasionally,,,7,disagree,agree,disagree,,,,,44,43,2,2,1,3,1,0,1,1,1,0
2009,8,practically never,practically never,fairly agree,,7,agree,agree,fully disagree,10,,,,45,44,2,2,1,3,0,0,1,1,1,0
2009,8,practically never,practically never,fairly agree,,8,disagree,agree,disagree,12,,,310,45,44,2,2,1,3,1,0,1,1,1,0
2010,8,practically never,practically never,,,7,agree,agree,fully disagree,12,0,,,46,45,2,2,1,3,0,0,1,1,1,0
2010,8,practically never,practically never,,,9,neither agree nor disagree,agree,disagree,0,0,,275,46,45,2,2,1,3,1,0,1,1,1,0
2011,7,practically never,practically never,agree entirely,good,7,neither agree nor disagree,agree,disagree,,,,,47,46,2,2,1,3,0,0,1,1,1,0
2011,8,practically never,occasionally,fairly agree,good,8,neither agree nor disagree,agree,disagree,,,,,47,46,2,2,1,3,1,0,1,1,1,0
2012,7,practically never,practically never,,"not good, not poor",6,agree,agree,fully disagree,16,0,,,48,47,2,2,1,3,0,0,1,1,1,0
2012,7,practically never,practically never,,good,7,neither agree nor disagree,agree,disagree,6,0,,,48,47,2,2,1,3,1,0,1,1,1,0
2008,I don’t know,not applicable,not applicable,,,,,,,,,,,40,36,1,1,2,2,0,0,1,0,2,2
2008,I don’t know,not applicable,not applicable,,,,fully disagree,fully agree,agree,,,,,40,36,1,1,2,2,1,0,1,0,2,2
2009,I don’t know,not applicable,not applicable,fairly disagree,,,fully disagree,agree,fully disagree,,,,,41,37,1,1,2,2,0,0,1,0,2,2
2009,I don’t know,not applicable,not applicable,slightly agree,,,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,41,37,1,1,2,2,1,0,1,0,2,2
2015,8,practically never,practically never,,good,8,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,30,,100,,37,37,2,2,4,4,1,1,0,0,2,0
2016,7,not applicable,not applicable,,poor,7,neither agree nor disagree,agree,agree,,,,,38,38,2,2,4,4,1,1,0,0,2,0
2014,8,often,occasionally,,good,,neither agree nor disagree,agree,disagree,,,,,56,47,2,2,4,4,1,0,1,1,2,0
2014,7,occasionally,occasionally,,good,8,,,,,,,,48,49,3,3,1,1,0,0,1,1,1,1
2014,8,practically never,practically never,,good,8,,,,,,,,48,49,3,3,1,1,1,0,1,1,1,1
2015,7,practically never,practically never,,good,7,neither agree nor disagree,agree,disagree,12,,100,,50,50,3,3,1,1,0,0,1,1,1,1
2015,8,practically never,practically never,,good,7,agree,agree,disagree,8,,,,50,50,3,3,1,1,1,0,1,1,1,1
2008,8,occasionally,occasionally,,,8,disagree,neither agree nor disagree,disagree,,,,,32,39,2,2,4,4,1,1,0,0,1,1
2009,7,occasionally,occasionally,fairly agree,,7,disagree,agree,neither agree nor disagree,10,,,91,33,40,2,2,4,4,1,1,0,0,1,1
2010,8,occasionally,occasionally,,,7,disagree,disagree,disagree,20,0,,85,34,41,2,2,4,4,1,1,0,0,1,1
2011,5,practically never,occasionally,slightly agree,"not good, not poor",5,disagree,neither agree nor disagree,disagree,,,,,35,42,2,2,4,4,1,1,0,0,1,1
2012,7,occasionally,occasionally,,"not good, not poor",8,disagree,neither agree nor disagree,disagree,18,0,,50,36,43,2,2,4,4,1,1,0,0,1,1
2013,7,occasionally,occasionally,slightly disagree,"not good, not poor",,fully disagree,neither agree nor disagree,disagree,,,,,37,44,2,2,4,4,1,1,0,0,1,1
2014,6,practically never,occasionally,,"not good, not poor",,,,,,,,,38,45,2,2,4,4,1,0,1,1,1,1
2008,I don’t know,occasionally,practically never,,,8,disagree,agree,disagree,,,,,32,31,1,3,1,1,0,1,0,0,0,0
2008,entirely satisfied,practically never,practically never,,,9,agree,disagree,disagree,,,,,32,31,1,3,1,1,1,1,0,0,0,0
2009,entirely satisfied,practically never,practically never,slightly agree,,9,neither agree nor disagree,agree,neither agree nor disagree,,,,,33,32,1,3,1,1,0,1,0,0,0,0
2009,entirely satisfied,practically never,practically never,fairly agree,,9,neither agree nor disagree,agree,disagree,,,,,33,32,1,3,1,1,1,1,0,0,0,0
2008,7,not applicable,not applicable,,,,fully disagree,agree,neither agree nor disagree,,,,,41,41,1,1,4,4,1,1,0,0,1,1
2008,7,occasionally,occasionally,,,8,neither agree nor disagree,agree,agree,,,,,33,34,3,3,1,1,0,0,0,0,1,1
2008,7,practically never,occasionally,,,8,disagree,neither agree nor disagree,fully disagree,,,,,33,34,3,3,1,1,1,0,0,0,1,1
2009,8,occasionally,occasionally,slightly disagree,,7,agree,agree,neither agree nor disagree,14,,,,34,35,3,3,1,1,0,0,0,0,1,1
2009,8,occasionally,practically never,fairly agree,,8,fully disagree,agree,agree,73,0,,125,34,35,3,3,1,1,1,0,0,0,1,1
2010,5,occasionally,occasionally,,,8,neither agree nor disagree,agree,agree,24,0,,,35,36,3,3,1,1,0,0,0,0,1,1
2010,7,occasionally,occasionally,,,8,fully disagree,agree,disagree,32,0,,155,35,36,3,3,1,1,1,0,0,0,1,1
2011,7,occasionally,occasionally,slightly disagree,good,8,agree,agree,disagree,,,,,36,37,3,3,1,1,0,0,0,0,1,1
2011,7,occasionally,occasionally,fairly agree,very good,8,agree,agree,fully disagree,,,,,36,37,3,3,1,1,1,0,0,0,1,1
2012,7,occasionally,occasionally,,good,8,agree,agree,disagree,10,0,,,37,38,3,3,1,1,0,0,0,0,1,1
2012,8,practically never,practically never,,very good,7,disagree,agree,fully disagree,54,15,,70,37,38,3,3,1,1,1,0,0,0,1,1
2013,6,often,often,slightly disagree,"not good, not poor",7,agree,agree,neither agree nor disagree,,,,,38,39,3,3,1,1,0,0,0,0,1,1
2013,6,occasionally,often,fairly agree,very good,7,neither agree nor disagree,neither agree nor disagree,neither agree nor disagree,,,,,38,39,3,3,1,1,1,0,0,0,1,1
2014,6,occasionally,occasionally,,good,6,agree,fully agree,neither agree nor disagree,,,,,39,40,3,3,1,1,0,0,0,0,1,1
2014,7,practically never,occasionally,,very good,7,agree,agree,fully disagree,,,,,39,40,3,3,1,1,1,0,0,0,1,1
2015,7,occasionally,occasionally,,good,7,agree,fully agree,fully disagree,8,,,,41,42,3,3,1,1,0,0,0,0,1,1
2015,8,practically never,occasionally,,good,8,disagree,neither agree nor disagree,disagree,48,,70,,41,42,3,3,1,1,1,0,0,0,1,1
2016,7,occasionally,occasionally,,good,8,agree,agree,disagree,,,,,42,43,3,3,1,1,0,0,0,0,1,1
2016,8,occasionally,occasionally,,good,8,neither agree nor disagree,agree,disagree,,,,,42,43,3,3,1,1,1,0,0,0,1,1
2011,8,practically never,occasionally,fairly agree,good,,agree,agree,neither agree nor disagree,,,,,33,34,3,3,1,1,0,0,0,0,0,1
2014,8,practically never,occasionally,,good,,neither agree nor disagree,disagree,neither agree nor disagree,,,,,38,37,3,3,1,1,0,1,0,0,1,1
2014,7,practically never,occasionally,,good,,neither agree nor disagree,neither agree nor disagree,fully disagree,,,,,38,37,3,3,1,1,1,1,0,0,1,1
2008,7,practically never,practically never,,,6,neither agree nor disagree,fully agree,neither agree nor disagree,,,,,47,47,3,1,3,1,0,0,0,0,1,0
2008,entirely satisfied,practically never,practically never,,,9,neither agree nor disagree,fully agree,disagree,,,,,47,47,3,1,3,1,1,0,0,0,1,0
2009,8,practically never,occasionally,fairly agree,,7,neither agree nor disagree,fully agree,agree,4,,,,48,48,3,1,3,1,0,0,1,0,1,0
2009,9,practically never,practically never,fairly agree,,9,neither agree nor disagree,fully agree,fully disagree,16,30,,107,48,48,3,1,3,1,1,0,1,0,1,0
2010,8,practically never,occasionally,,,7,neither agree nor disagree,agree,agree,5,0,,,49,49,3,1,3,1,0,0,1,0,1,0
2010,9,practically never,practically never,,,8,neither agree nor disagree,fully agree,fully disagree,10,0,,104,49,49,3,1,3,1,1,0,1,0,1,0
2011,7,practically never,often,fairly agree,good,6,,,,,,,,50,50,3,1,3,1,0,0,1,0,1,0
2011,7,practically never,occasionally,fairly agree,very good,8,disagree,agree,neither agree nor disagree,,,,,50,50,3,1,3,1,1,0,1,0,1,0
2012,8,practically never,often,,"not good, not poor",7,neither agree nor disagree,fully agree,agree,5,0,,,51,51,3,1,3,1,0,0,1,0,1,0
2012,9,practically never,occasionally,,good,7,neither agree nor disagree,agree,fully disagree,2,0,,77,51,51,3,1,3,1,1,0,1,0,1,0
2013,8,practically never,occasionally,fairly agree,good,6,agree,agree,neither agree nor disagree,,,,,52,52,3,1,3,1,0,0,1,0,1,0
